Original Air Date,Title,Instructor,Length,Type
Fri Feb 15 06:01:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Wed Feb 13 15:50:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Feb 13 14:20:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Feb 13 05:20:00 2019,30 min Yoga Flow: Hips,Aditi Shah,30.0,Yoga Flow
Tue Feb 12 15:00:00 2019,10 min Yoga Flow: Core,Denis Morton,10.0,Yoga Flow
Tue Feb 12 06:02:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Tue Feb 12 03:50:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Mon Feb 11 08:08:00 2019,5 min Basics: Crow,Anna Greenberg,5.0,Yoga Basics
Mon Feb 11 06:01:00 2019,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Thu Feb  7 15:01:00 2019,10 min Restorative Yoga,Aditi Shah,10.0,Restorative Yoga
Wed Feb  6 14:20:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Feb  6 03:50:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Tue Feb  5 15:01:00 2019,10 min Yoga Flow: Hips,Denis Morton,10.0,Yoga Flow
Tue Feb  5 14:20:00 2019,30 min Yoga Flow,Denis Morton,30.0,Yoga Flow
Tue Feb  5 06:01:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon Feb  4 07:52:00 2019,15 min Restorative,Anna Greenberg,15.0,Restorative Yoga
Mon Feb  4 05:20:00 2019,30 min Yoga Flow: Arms,Aditi Shah,30.0,Yoga Flow
Mon Feb  4 03:50:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Sun Feb  3 07:49:00 2019,60 min Yoga Flow,Kristin McGee,60.0,Yoga Flow
Sat Feb  2 08:31:00 2019,10 min Yoga Flow: Hips,Anna Greenberg,10.0,Yoga Flow
Sat Feb  2 06:20:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Feb  1 05:19:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Jan 31 15:50:00 2019,45 min Power Yoga,Aditi Shah,45.0,Power Yoga
Thu Jan 31 14:51:00 2019,20 min Yoga Flow: Core,Aditi Shah,20.0,Yoga Flow
Thu Jan 31 13:38:00 2019,10 min Yoga Flow,Aditi Shah,10.0,Yoga Flow
Thu Jan 31 07:21:00 2019,5 min Basics: Downward Facing Dog,Ross Rayburn,5.0,Yoga Basics
Thu Jan 31 05:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Tue Jan 29 15:50:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Tue Jan 29 13:42:00 2019,5 min Basics: Mountain Pose,Kristin McGee,5.0,Yoga Basics
Tue Jan 29 05:20:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Mon Jan 28 14:20:00 2019,30 min Yoga Flow: Chest Openers,Aditi Shah,30.0,Yoga Flow
Mon Jan 28 03:50:00 2019,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Sun Jan 27 07:49:00 2019,60 min Power Yoga: Twists,Kristin McGee,60.0,Power Yoga
Sun Jan 27 06:20:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Jan 25 05:51:00 2019,20 min Yoga Flow: Twists,Anna Greenberg,20.0,Yoga Flow
Fri Jan 25 05:20:00 2019,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Jan 24 14:20:00 2019,20 min Yoga Flow,Aditi Shah,20.0,Yoga Flow
Thu Jan 24 13:37:00 2019,10 min Chair Yoga,Aditi Shah,10.0,Yoga Anywhere
Thu Jan 24 06:01:00 2019,10 min Yoga Flow: Chest Openers,Kristin McGee,10.0,Yoga Flow
Wed Jan 23 14:20:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Jan 23 06:01:00 2019,10 min Yoga Flow: Hamstrings,Aditi Shah,10.0,Yoga Flow
Tue Jan 22 15:50:00 2019,45 min Power Yoga,Kristin McGee,45.0,Power Yoga
Tue Jan 22 13:12:00 2019,5 min Basics: Tree,Kristin McGee,4.983333333333333,Yoga Basics
Tue Jan 22 13:26:00 2019,5 min Basics: Boat,Kristin McGee,4.983333333333333,Yoga Basics
Tue Jan 22 03:49:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Mon Jan 21 06:01:00 2019,10 min Yoga Flow: Twists,Kristin McGee,10.0,Yoga Flow
Mon Jan 21 05:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Sun Jan 20 07:50:00 2019,60 min Power Yoga,Aditi Shah,60.0,Power Yoga
Sat Jan 19 08:21:00 2019,20 min Yoga Flow: Glutes,Kristin McGee,20.0,Yoga Flow
Sat Jan 19 07:50:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Thu Jan 17 13:28:00 2019,5 min Basics: Revolved Side Angle,Aditi Shah,5.0,Yoga Basics
Thu Jan 17 06:01:00 2019,10 min Yoga Flow: Quads,Kristin McGee,10.0,Yoga Flow
Thu Jan 17 05:20:00 2019,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Jan 16 14:04:00 2019,5 min Basics: Seated Straddle Fold,Anna Greenberg,5.0,Yoga Basics
Wed Jan 16 13:12:00 2019,5 min Basics: Hero's Pose,Anna Greenberg,5.0,Yoga Basics
Wed Jan 16 05:19:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Jan 15 13:26:00 2019,5 min Basics: Dancer's Pose,Kristin McGee,5.0,Yoga Basics
Tue Jan 15 13:16:00 2019,5 min Standing Yoga,Kristin McGee,5.0,Yoga Anywhere
Tue Jan 15 06:02:00 2019,10 min Yoga Flow: Chest Openers,Anna Greenberg,10.0,Yoga Flow
Tue Jan 15 05:19:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Fri Jan 11 05:51:00 2019,20 min Power Yoga: Quads,Anna Greenberg,20.0,Power Yoga
Thu Jan 10 14:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Thu Jan 10 13:27:00 2019,5 min Basics: Standing Straddle Fold,Aditi Shah,5.0,Yoga Basics
Thu Jan 10 12:57:00 2019,5 min Basics: Yoga & The Breath,Aditi Shah,5.0,Yoga Basics
Thu Jan 10 06:00:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Wed Jan  9 14:20:00 2019,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Jan  9 13:32:00 2019,10 min Chair Yoga ,Anna Greenberg,10.0,Yoga Anywhere
Wed Jan  9 13:08:00 2019,10 min Basics: Wheel,Anna Greenberg,10.0,Yoga Basics
Wed Jan  9 06:01:00 2019,10 min Yoga Flow: Chest Openers,Aditi Shah,10.0,Yoga Flow
Wed Jan  9 05:20:00 2019,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Jan  8 13:53:00 2019,5 min Basics: Crescent Lunge,Kristin McGee,5.0,Yoga Basics
Tue Jan  8 06:02:00 2019,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon Jan  7 14:20:00 2019,30 min Power Yoga,Aditi Shah,30.0,Power Yoga
Mon Jan  7 06:01:00 2019,10 min Yoga Flow: Core,Kristin McGee,10.0,Yoga Flow
Sun Jan  6 06:20:00 2019,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Jan  5 08:32:00 2019,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Sat Jan  5 07:50:00 2019,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sat Jan  5 06:22:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Jan  4 05:20:00 2019,20 min Yoga Flow: Lower Body,Anna Greenberg,20.0,Yoga Flow
Thu Jan  3 14:51:00 2019,20 min Yoga Flow: Quads,Aditi Shah,20.0,Yoga Flow
Thu Jan  3 13:40:00 2019,5 min Basics: Chair Pose,Aditi Shah,5.0,Yoga Basics
Thu Jan  3 13:27:00 2019,5 min Basics: Standing Forward Fold,Aditi Shah,5.0,Yoga Basics
Thu Jan  3 13:12:00 2019,5 min Basics: Cobra,Aditi Shah,5.0,Yoga Basics
Thu Jan  3 06:01:00 2019,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Wed Jan  2 09:08:00 2019,5 min Basics: High Lunge,Anna Greenberg,5.0,Yoga Basics
Wed Jan  2 08:57:00 2019,5 min Basics: Low Lunge,Anna Greenberg,5.0,Yoga Basics
Wed Jan  2 07:06:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Wed Jan  2 05:20:00 2019,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Sun Dec 30 06:35:00 2018,45 min Yoga Flow: Hamstrings,Anna Greenberg,45.0,Yoga Flow
Sat Dec 29 06:35:00 2018,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Sat Dec 29 05:20:00 2018,45 min Yoga Flow: Arms,Anna Greenberg,45.0,Yoga Flow
Fri Dec 28 08:07:00 2018,10 min Chair Yoga ,Kristin McGee,10.0,Yoga Anywhere
Fri Dec 28 07:55:00 2018,5 min Basics: Extended Side Angle,Kristin McGee,5.0,Yoga Basics
Fri Dec 28 07:46:00 2018,5 min Basics: Warrior 3,Kristin McGee,5.0,Yoga Basics
Fri Dec 28 06:35:00 2018,45 min Yoga Flow: Core,Kristin McGee,45.0,Yoga Flow
Fri Dec 28 05:20:00 2018,45 min Yoga Flow: Lower Body,Aditi Shah,45.0,Yoga Flow
Thu Dec 27 08:11:00 2018,5 min Basics: Seated Spinal Twist,Aditi Shah,5.0,Yoga Basics
Thu Dec 27 06:01:00 2018,10 min Yoga Flow: Chest Openers,Kristin McGee,10.0,Yoga Flow
Wed Dec 26 08:36:00 2018,5 min Basics: Half Moon,Anna Greenberg,5.0,Yoga Basics
Wed Dec 26 08:23:00 2018,5 min Basics: Easy Seat,Anna Greenberg,5.0,Yoga Basics
Wed Dec 26 07:54:00 2018,10 min Standing Yoga,Anna Greenberg,10.0,Yoga Anywhere
Wed Dec 26 05:20:00 2018,45 min Power Yoga,Aditi Shah,45.0,Power Yoga
Mon Dec 24 08:46:00 2018,5 min Chair Yoga,Aditi Shah,5.0,Yoga Anywhere
Mon Dec 24 08:37:00 2018,5 min Standing Yoga,Aditi Shah,5.0,Yoga Anywhere
Mon Dec 24 08:16:00 2018,5 min Basics: Caturanga,Aditi Shah,5.0,Yoga Basics
Sat Dec 22 05:19:00 2018,45 min Yoga Flow,Kristin McGee,45.0,Yoga Flow
Fri Dec 21 05:52:00 2018,20 min Yoga Flow: Backbends,Anna Greenberg,20.0,Yoga Flow
Fri Dec 21 05:20:00 2018,20 min Yoga Flow,Anna Greenberg,20.0,Yoga Flow
Thu Dec 20 15:49:00 2018,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Thu Dec 20 14:51:00 2018,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Thu Dec 20 13:21:00 2018,10 min Desk Yoga ,Aditi Shah,10.0,Yoga Anywhere
Thu Dec 20 06:01:00 2018,10 min Yoga Flow: Hips,Kristin McGee,10.0,Yoga Flow
Thu Dec 20 05:20:00 2018,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Wed Dec 19 15:50:00 2018,45 min Yoga Flow,Anna Greenberg,45.0,Yoga Flow
Wed Dec 19 13:20:00 2018,5 min Basics: Downward Facing Dog,Anna Greenberg,5.0,Yoga Basics
Wed Dec 19 13:01:00 2018,5 min Desk Yoga,Anna Greenberg,5.0,Yoga Anywhere
Tue Dec 18 14:02:00 2018,5 min Basics: Plank,Kristin McGee,5.0,Yoga Basics
Tue Dec 18 06:02:00 2018,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Mon Dec 17 05:20:00 2018,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Sat Dec 15 08:32:00 2018,10 min Yoga Flow: Core,Anna Greenberg,10.0,Yoga Flow
Fri Dec 14 05:56:00 2018,20 min Yoga Flow: Quads,Anna Greenberg,20.0,Yoga Flow
Fri Dec 14 05:19:00 2018,20 min Yoga Flow: Arms,Anna Greenberg,20.0,Yoga Flow
Thu Dec 13 13:41:00 2018,5 min Basics: Cat & Cow,Aditi Shah,5.0,Yoga Basics
Wed Dec 12 14:20:00 2018,20 min Yoga Flow,Kristin McGee,20.0,Yoga Flow
Wed Dec 12 13:42:00 2018,5 min Basics: Locust,Anna Greenberg,5.0,Yoga Basics
Wed Dec 12 13:24:00 2018,5 min Chair Yoga,Anna Greenberg,5.0,Yoga Anywhere
Wed Dec 12 05:20:00 2018,30 min Yoga Flow: Backbends,Aditi Shah,30.0,Yoga Flow
Tue Dec 11 13:40:00 2018,5 min Basics: Warrior 1,Kristin McGee,5.0,Yoga Basics
Mon Dec 10 05:20:00 2018,30 min Yoga Flow,Kristin McGee,30.0,Yoga Flow
Sun Dec  9 07:52:00 2018,60 min Power Yoga,Kristin McGee,60.0,Power Yoga
Sat Dec  8 07:50:00 2018,30 min Yoga Flow,Anna Greenberg,30.0,Yoga Flow
Sat Dec  8 06:20:00 2018,45 min Yoga Flow,Aditi Shah,45.0,Yoga Flow
Fri Dec  7 05:20:00 2018,20 min Yoga Flow: Lower Body,Anna Greenberg,20.0,Yoga Flow
Wed Dec  5 05:20:00 2018,30 min Yoga Flow,Aditi Shah,30.0,Yoga Flow
Tue Dec  4 14:49:00 2018,30 min Power Yoga,Kristin McGee,30.0,Power Yoga
Mon Dec  3 15:11:00 2018,5 min Basics: Seated Forward Fold,Aditi Shah,5.0,Yoga Basics
Mon Dec  3 15:01:00 2018,5 min Basics: Fish,Aditi Shah,5.0,Yoga Basics
Mon Dec  3 13:50:00 2018,5 min Basics: Triangle,Anna Greenberg,5.0,Yoga Basics
Mon Dec  3 13:22:00 2018,5 min Basics: Upward Facing Dog,Anna Greenberg,5.0,Yoga Basics
Mon Dec  3 12:09:00 2018,5 min Basics: Side Plank,Kristin McGee,5.0,Yoga Basics
Fri Nov 30 15:43:00 2018,5 min Basics: Lizard,Anna Greenberg,5.0,Yoga Basics
Fri Feb 23 13:35:00 2018,20 min Restorative Yoga,Colleen Saidman Yee,20.0,Restorative Yoga
Thu Feb 22 08:21:00 2018,20 min Twisting Flow Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Feb 22 07:20:00 2018,30 min Total Body Yoga,Colleen Saidman Yee,30.0,Yoga Flow
Wed Feb 21 13:50:00 2018,5 min Basics: Hip Openers,Colleen Saidman Yee,5.0,Yoga Basics
Wed Feb 21 12:21:00 2018,30 min Hip Opener Yoga,Colleen Saidman Yee,30.0,Yoga Flow
Tue Feb 20 07:22:00 2018,20 min Beginner Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Jan 18 08:00:00 2018,30 min Power Yoga,Colleen Saidman Yee,30.0,Yoga Flow
Thu Sep 21 08:00:00 2017,10 min Total Body Yoga,Colleen Saidman Yee,11.633333333333333,Yoga Flow
Thu Sep 21 08:00:00 2017,20 min Total Body Yoga,Colleen Saidman Yee,21.633333333333333,Yoga Flow
Tue May 23 08:00:00 2017,5 min Basics: Standing Pose,Colleen Saidman Yee,5.5,Yoga Basics
Thu Jan 18 08:00:00 2018,20 min Alignment Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Oct 20 04:00:00 2016,10 min Evening Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Sep 21 08:00:00 2017,5 min Basics: Hip Opener,Colleen Saidman Yee,5.483333333333333,Yoga Basics
Thu Sep 21 08:00:00 2017,20 min Beginner Yoga,Colleen Saidman Yee,20.416666666666668,Yoga Flow
Thu Jan 18 08:00:00 2018,10 min Strength Yoga,Colleen Saidman Yee,10.0,Power Yoga
Wed Dec 12 14:52:00 2018,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Jan 24 14:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Thu Oct 20 04:00:00 2016,30 min Yoga for Core,Colleen Saidman Yee,30.0,Yoga Flow
Thu Dec  8 08:00:00 2016,30 min Restorative Yoga,Colleen Saidman Yee,29.0,Restorative Yoga
Thu Jan 18 08:00:00 2018,20 min Total Body Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Jan 18 08:00:00 2018,20 min Twisting Flow Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Sep 21 08:00:00 2017,20 min Evening Yoga,Colleen Saidman Yee,21.033333333333335,Yoga Flow
Thu Sep 21 08:00:00 2017,5 min Basics: Hip Opener,Colleen Saidman Yee,5.733333333333333,Yoga Basics
Tue May 23 08:00:00 2017,10 min Morning Yoga,Colleen Saidman Yee,11.233333333333333,Yoga Flow
Thu Jan 18 08:00:00 2018,10 min Core Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Sep 21 08:00:00 2017,10 min Evening Yoga,Colleen Saidman Yee,11.166666666666666,Yoga Flow
Thu Jan 18 08:00:00 2018,20 min Slow Flow Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Dec  8 08:00:00 2016,30 min Yoga for Lower Back,Colleen Saidman Yee,30.0,Yoga Flow
Thu Sep 21 08:00:00 2017,30 min Total Body Yoga,Colleen Saidman Yee,31.5,Yoga Flow
Thu Dec  8 08:00:00 2016,20 min Morning Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Jan 18 08:00:00 2018,10 min Everyday Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Jan 18 08:00:00 2018,5 min Basics: Knees,Colleen Saidman Yee,5.0,Yoga Basics
Wed Feb  6 05:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Thu Oct 20 04:00:00 2016,10 min Morning Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Jan 18 08:00:00 2018,30 min Heart Opening Flow Yoga,Colleen Saidman Yee,30.0,Yoga Flow
Tue May 23 08:00:00 2017,5 min Basics: Twists,Colleen Saidman Yee,5.666666666666667,Yoga Basics
Thu Sep 21 08:00:00 2017,30 min Power Yoga,Colleen Saidman Yee,30.616666666666667,Power Yoga
Fri Feb  1 05:52:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Thu Dec 13 14:51:00 2018,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Thu Sep 21 08:00:00 2017,10 min Morning Yoga,Colleen Saidman Yee,10.466666666666667,Yoga Flow
Thu Jul  4 03:00:00 2019,30 min All for One Flow,Kristin McGee,30.0,Yoga Flow
Thu Dec  8 08:00:00 2016,45 min Total Body Yoga,Colleen Saidman Yee,42.93333333333333,Yoga Flow
Thu Jan 18 08:00:00 2018,20 min Hip Opener Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Thu Jan 18 08:00:00 2018,10 min Strap Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Dec  8 08:00:00 2016,30 min Beginner Yoga,Colleen Saidman Yee,29.3,Yoga Flow
Tue May 23 08:00:00 2017,5 min Basics: Sun Salute,Colleen Saidman Yee,4.9,Yoga Basics
Thu May 18 08:00:00 2017,5 min Basics: Cat Cow,Colleen Saidman Yee,5.0,Yoga Basics
Thu Sep 21 08:00:00 2017,5 min Basics: Balance Poses,Colleen Saidman Yee,4.833333333333333,Yoga Basics
Thu Sep 21 08:00:00 2017,10 min Beginner Yoga,Colleen Saidman Yee,10.416666666666666,Yoga Flow
Fri Dec  7 05:51:00 2018,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Thu Feb  7 05:52:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
Thu Oct 20 04:00:00 2016,20 min Total Body Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Tue May 23 08:00:00 2017,5 min Basics: Backbends,Colleen Saidman Yee,5.75,Yoga Basics
Tue May 23 08:00:00 2017,10 min Evening Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Oct 20 04:00:00 2016,30 min Power Yoga,Colleen Saidman Yee,30.0,Power Yoga
Tue Dec 11 06:01:00 2018,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Thu Oct 20 04:00:00 2016,10 min Total Body Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Tue May 23 08:00:00 2017,5 min Basics: Lunges,Colleen Saidman Yee,5.95,Yoga Basics
Thu Jan 18 08:00:00 2018,5 min Basics: Wrists,Colleen Saidman Yee,5.0,Yoga Basics
Thu Oct 20 04:00:00 2016,45 min Total Body Yoga,Colleen Saidman Yee,45.0,Yoga Flow
Wed Jan 23 14:51:00 2019,20 min Restorative Yoga,Kristin McGee,20.0,Restorative Yoga
Thu Dec  8 08:00:00 2016,30 min Yoga Sweat: Relaxation,Colleen Saidman Yee,30.0,Power Yoga
Thu Dec  6 06:01:00 2018,10 min Restorative Yoga,Kristin McGee,10.0,Restorative Yoga
Thu Dec  8 08:00:00 2016,45 min Yoga Sweat: Energy,Colleen Saidman Yee,41.983333333333334,Power Yoga
Tue May 23 08:00:00 2017,5 min Basics: Hip Openers,Colleen Saidman Yee,5.583333333333333,Yoga Basics
Tue May 23 08:00:00 2017,5 min Basics: Core,Colleen Saidman Yee,5.35,Yoga Basics
Thu Sep 21 08:00:00 2017,20 min Morning Yoga,Colleen Saidman Yee,21.366666666666667,Yoga Flow
Tue May 23 08:00:00 2017,10 min Beginner Yoga,Colleen Saidman Yee,11.0,Yoga Flow
Thu Dec  8 08:00:00 2016,20 min Evening Yoga,Colleen Saidman Yee,20.0,Yoga Flow
Sat Dec  8 08:31:00 2018,10 min Restorative Yoga,Anna Greenberg,10.0,Restorative Yoga
Thu Jan 18 08:00:00 2018,10 min Morning Yoga,Colleen Saidman Yee,10.0,Yoga Flow
Thu Dec  8 08:00:00 2016,10 min Chair Yoga,Colleen Saidman Yee,10.0,Yoga Anywhere
Thu Jan 17 14:51:00 2019,20 min Restorative Yoga,Aditi Shah,20.0,Restorative Yoga
Tue May 23 08:00:00 2017,5 min Basics: Forward Bends,Colleen Saidman Yee,4.683333333333334,Yoga Basics
Thu Oct 20 04:00:00 2016,20 min Yoga for Lower Body,Colleen Saidman Yee,20.0,Yoga Flow
Tue May 23 08:00:00 2017,20 min Total Body Yoga,Colleen Saidman Yee,21.0,Yoga Flow
Tue Oct 29 06:52:00 2019,10 min Yoga Flow,Aditi Shah,10.0,Yoga Flow
Fri Jan  4 05:52:00 2019,20 min Restorative Yoga,Anna Greenberg,20.0,Restorative Yoga
