Original Air Date,Type,Instructor,Length
Tue Sep  3 08:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Sep  3 05:31:00 2019,Core (Strength & Toning),Olivia Amato,10.0
Sun Sep  1 22:33:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Sun Sep  1 06:52:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Sun Sep  1 06:20:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Sun Sep  1 05:52:00 2019,Bodyweight (Strength & toning),Andy Speer,20.0
Sun Sep  1 05:30:00 2019,Lower Body (Strength & Toning),Cody Rigsby,5.0
Sun Sep  1 05:30:00 2019,Bodyweight (Strength & toning),Ally Love,5.0
Sat Aug 31 06:52:00 2019,Bodyweight (Strength & toning),Chase Tucker,20.0
Sat Aug 31 05:30:00 2019,Upper Body (strength & toning),Ally Love,5.0
Fri Aug 30 05:30:00 2019,Lower Body (Strength & Toning),Ally Love,5.0
Fri Aug 30 04:30:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Thu Aug 29 05:30:00 2019,Core (Strength & Toning),Ally Love,5.0
Thu Aug 29 04:48:00 2019,Lower Body (Strength & Toning),Chase Tucker,30.0
Thu Aug 29 03:47:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Thu Aug 29 03:32:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Wed Aug 28 17:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Wed Aug 28 16:18:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Wed Aug 28 16:02:00 2019,Full Body (Strength & Toning),Jess Sims,10.0
Wed Aug 28 07:01:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Wed Aug 28 03:32:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Tue Aug 27 15:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Tue Aug 27 07:01:00 2019,Upper Body (strength & toning),Jenn Sherman,10.0
Mon Aug 26 14:52:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Mon Aug 26 14:17:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,20.0
Mon Aug 26 03:22:00 2019,Lower Body (Strength & Toning),Selena Samuela,20.0
Sun Aug 25 07:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Sun Aug 25 05:30:00 2019,Core (Strength & Toning),Cody Rigsby,5.0
Fri Aug 23 05:31:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Fri Aug 23 03:22:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Fri Aug 23 02:49:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Thu Aug 22 08:02:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu Aug 22 05:22:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Wed Aug 21 08:01:00 2019,Upper Body (strength & toning),Matt Wilpers,10.0
Wed Aug 21 05:22:00 2019,Core (Strength & Toning),Andy Speer,20.0
Tue Aug 20 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Tue Aug 20 14:52:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Tue Aug 20 13:13:00 2019,Upper Body (strength & toning),Chase Tucker,15.0
Mon Aug 19 17:16:00 2019,Lower Body (Strength & Toning),Matty Maggiacomo,10.0
Mon Aug 19 08:05:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Aug 19 03:32:00 2019,Upper Body (strength & toning),Selena Samuela,10.0
Sun Aug 18 10:52:00 2019,Upper Body (strength & toning),Rebecca Kennedy,15.0
Sun Aug 18 05:30:00 2019,Lower Body (Strength & Toning),Cody Rigsby,5.0
Fri Aug 16 03:32:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Thu Aug 15 16:52:00 2019,Upper Body (strength & toning),Andy Speer,30.0
Thu Aug 15 14:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Thu Aug 15 03:47:00 2019,Upper Body (strength & toning),Jess Sims,30.0
Wed Aug 14 15:02:00 2019,Core (Strength & Toning),Chase Tucker,10.0
Wed Aug 14 14:01:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Aug 14 04:47:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue Aug 13 04:22:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon Aug 12 15:02:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Mon Aug 12 14:02:00 2019,Upper Body (strength & toning),Jess King,10.0
Mon Aug 12 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Sun Aug 11 05:30:00 2019,Core (Strength & Toning),Cody Rigsby,5.0
Thu Aug  8 16:18:00 2019,Core (Strength & Toning),Chase Tucker,20.0
Thu Aug  8 10:15:00 2019,Core (Strength & Toning),Hannah Corbin,10.0
Thu Aug  8 08:01:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu Aug  8 04:12:00 2019,Core (Strength & Toning),Jess Sims,30.0
Wed Aug  7 04:30:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Wed Aug  7 04:22:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Wed Aug  7 03:51:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,20.0
Tue Aug  6 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Tue Aug  6 14:52:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Tue Aug  6 08:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Aug  6 05:31:00 2019,Core (Strength & Toning),Olivia Amato,10.0
Mon Aug  5 14:51:00 2019,Bodyweight (Strength & toning),Robin Arzon,20.0
Mon Aug  5 14:18:00 2019,Upper Body (strength & toning),Robin Arzon,20.0
Mon Aug  5 08:02:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Sun Aug  4 06:52:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Sat Aug  3 08:32:00 2019,Bodyweight (Strength & toning),Jess Sims,20.0
Fri Aug  2 05:22:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Fri Aug  2 03:32:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,10.0
Fri Aug  2 02:49:00 2019,Upper Body (strength & toning),Rebecca Kennedy,30.0
Thu Aug  1 07:01:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Wed Jul 31 16:19:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Wed Jul 31 05:32:00 2019,Core (Strength & Toning),Andy Speer,10.0
Wed Jul 31 04:48:00 2019,Upper Body (strength & toning),Andy Speer,30.0
Tue Jul 30 14:01:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Tue Jul 30 04:32:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Mon Jul 29 07:02:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Mon Jul 29 03:32:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,10.0
Sun Jul 28 07:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Sun Jul 28 06:19:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Sun Jul 28 05:52:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Sat Jul 27 05:30:00 2019,Upper Body (strength & toning),Emma Lovewell,5.0
Fri Jul 26 10:56:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Fri Jul 26 10:32:00 2019,Core (Strength & Toning),Denis Morton,10.0
Fri Jul 26 08:02:00 2019,Upper Body (strength & toning),Matt Wilpers,10.0
Fri Jul 26 04:22:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Thu Jul 25 08:02:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Thu Jul 25 05:31:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Thu Jul 25 04:22:00 2019,Lower Body (Strength & Toning),Jess Sims,20.0
Thu Jul 25 03:48:00 2019,Full Body (Strength & Toning),Jess Sims,20.0
Thu Jul 25 03:32:00 2019,Full Body (Strength & Toning),Becs Gentry,10.0
Wed Jul 24 17:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Wed Jul 24 14:00:00 2019,Bodyweight (Strength & toning),Emma Lovewell,10.0
Wed Jul 24 08:01:00 2019,Upper Body (strength & toning),Jenn Sherman,10.0
Tue Jul 23 14:52:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Tue Jul 23 14:17:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Tue Jul 23 05:48:00 2019,Upper Body (strength & toning),Andy Speer,30.0
Mon Jul 22 08:01:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Sun Jul 21 05:19:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Sat Jul 20 06:51:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Sat Jul 20 06:00:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Sat Jul 20 01:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Fri Jul 19 08:13:00 2019,Bodyweight (Strength & toning),Becs Gentry,10.0
Fri Jul 19 07:55:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Fri Jul 19 07:24:00 2019,Lower Body (Strength & Toning),Jess Sims,15.0
Fri Jul 19 06:58:00 2019,Core (Strength & Toning),Jess Sims,15.0
Fri Jul 19 05:32:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Thu Jul 18 14:01:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Thu Jul 18 12:10:00 2019,Core (Strength & Toning),Alex Toussaint,10.0
Thu Jul 18 11:49:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Thu Jul 18 08:00:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Thu Jul 18 08:00:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Thu Jul 18 08:00:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Thu Jul 18 08:00:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Thu Jul 18 07:05:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Thu Jul 18 05:33:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Thu Jul 18 04:22:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Thu Jul 18 03:32:00 2019,Lower Body (Strength & Toning),Chase Tucker,10.0
Wed Jul 17 14:01:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Jul 16 05:21:00 2019,Bodyweight (Strength & toning),Olivia Amato,20.0
Tue Jul 16 04:21:00 2019,Core (Strength & Toning),Matty Maggiacomo,20.0
Mon Jul 15 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Mon Jul 15 03:21:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Sat Jul 13 05:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Fri Jul 12 12:19:00 2019,Core (Strength & Toning),Matt Wilpers,10.0
Fri Jul 12 05:32:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Thu Jul 11 17:02:00 2019,Bodyweight (Strength & toning),Andy Speer,20.0
Thu Jul 11 05:31:00 2019,Bodyweight (Strength & toning),Robin Arzon,10.0
Wed Jul 10 11:23:00 2019,Bodyweight (Strength & toning),Matty Maggiacomo,10.0
Wed Jul 10 09:51:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Wed Jul 10 05:22:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Wed Jul 10 04:48:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Wed Jul 10 03:32:00 2019,Full Body (Strength & Toning),Matt Wilpers,10.0
Tue Jul  9 22:32:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Tue Jul  9 08:01:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Jul  9 05:31:00 2019,Core (Strength & Toning),Olivia Amato,10.0
Mon Jul  8 15:02:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Mon Jul  8 12:30:00 2019,Core (Strength & Toning),Rebecca Kennedy,15.0
Mon Jul  8 12:04:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,15.0
Mon Jul  8 08:54:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Mon Jul  8 08:01:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Jul  8 04:48:00 2019,Full Body (Strength & Toning),Jess Sims,30.0
Sun Jul  7 06:52:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Sun Jul  7 06:19:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,20.0
Sat Jul  6 07:03:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Fri Jul  5 09:14:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Fri Jul  5 08:48:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Fri Jul  5 08:26:00 2019,Bodyweight (Strength & toning),Becs Gentry,15.0
Thu Jul  4 06:18:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Wed Jul  3 14:02:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Jul  3 10:29:00 2019,Strength Skills,Rebecca Kennedy,5.0
Wed Jul  3 06:21:00 2019,Full Body (Strength & Toning),Jess Sims,15.0
Wed Jul  3 06:10:00 2019,Core (Strength & Toning),Jess Sims,15.0
Wed Jul  3 05:33:00 2019,Core (Strength & Toning),Andy Speer,10.0
Tue Jul  2 14:19:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,30.0
Tue Jul  2 13:10:00 2019,Full Body (Strength & Toning),Chase Tucker,15.0
Tue Jul  2 12:49:00 2019,Upper Body (strength & toning),Chase Tucker,15.0
Tue Jul  2 12:04:00 2019,Upper Body (strength & toning),Jess King,20.0
Tue Jul  2 11:33:00 2019,Lower Body (Strength & Toning),Jess King,20.0
Tue Jul  2 07:09:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Jul  1 14:02:00 2019,Upper Body (strength & toning),Jess King,10.0
Sun Jun 30 07:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Sat Jun 29 07:02:00 2019,Core (Strength & Toning),Chase Tucker,10.0
Sat Jun 29 05:30:00 2019,Upper Body (strength & toning),Emma Lovewell,5.0
Fri Jun 28 05:32:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Fri Jun 28 04:21:00 2019,Core (Strength & Toning),Selena Samuela,20.0
Fri Jun 28 03:22:00 2019,Upper Body (strength & toning),Rebecca Kennedy,20.0
Fri Jun 28 02:49:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Thu Jun 27 17:02:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Thu Jun 27 11:01:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Thu Jun 27 08:01:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu Jun 27 05:32:00 2019,Lower Body (Strength & Toning),Selena Samuela,10.0
Thu Jun 27 04:32:00 2019,Core (Strength & Toning),Jess Sims,10.0
Thu Jun 27 03:22:00 2019,Full Body (Strength & Toning),Becs Gentry,20.0
Wed Jun 26 05:22:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Wed Jun 26 04:48:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Tue Jun 25 13:15:00 2019,Upper Body (strength & toning),Chase Tucker,15.0
Tue Jun 25 10:50:00 2019,Core (Strength & Toning),Andy Speer,15.0
Tue Jun 25 08:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Mon Jun 24 23:32:00 2019,Upper Body (strength & toning),Ben Alldis,4.983333333333333
Mon Jun 24 08:01:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Jun 24 06:00:00 2019,Core (Strength & Toning),Cody Rigsby,10.0
Mon Jun 24 08:11:00 2019,Upper Body (strength & toning),Leanne Hainsby,15.0
Sun Jun 23 10:40:00 2019,Lower Body (Strength & Toning),Selena Samuela,15.0
Sun Jun 23 06:20:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Sat Jun 22 09:55:00 2019,Core (Strength & Toning),Matty Maggiacomo,15.0
Sat Jun 22 06:00:00 2019,Upper Body (strength & toning),Ally Love,5.0
Fri Jun 21 07:02:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Fri Jun 21 05:32:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Thu Jun 20 07:02:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Thu Jun 20 04:22:00 2019,Full Body (Strength & Toning),Jess Sims,20.0
Wed Jun 19 14:01:00 2019,Upper Body (strength & toning),Robin Arzon,10.0
Wed Jun 19 13:16:00 2019,Upper Body (strength & toning),Selena Samuela,15.0
Wed Jun 19 12:55:00 2019,Core (Strength & Toning),Selena Samuela,15.0
Tue Jun 18 12:48:00 2019,Full Body (Strength & Toning),Chase Tucker,15.0
Tue Jun 18 07:01:00 2019,Upper Body (strength & toning),Jenn Sherman,10.0
Tue Jun 18 06:04:00 2019,Upper Body (strength & toning),Andy Speer,30.0
Tue Jun 18 05:21:00 2019,Upper Body (strength & toning),Olivia Amato,20.0
Tue Jun 18 04:32:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Mon Jun 17 14:51:00 2019,Core (Strength & Toning),Robin Arzon,20.0
Mon Jun 17 14:19:00 2019,Upper Body (strength & toning),Robin Arzon,20.0
Mon Jun 17 06:00:00 2019,Core (Strength & Toning),Cody Rigsby,5.0
Sun Jun 16 07:02:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,10.0
Sat Jun 15 06:00:00 2019,Upper Body (strength & toning),Ally Love,15.0
Fri Jun 14 08:01:00 2019,Upper Body (strength & toning),Matt Wilpers,10.0
Fri Jun 14 03:50:00 2019,Lower Body (Strength & Toning),Selena Samuela,20.0
Thu Jun 13 08:01:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu Jun 13 05:54:00 2019,Full Body (Strength & Toning),Chase Tucker,15.0
Thu Jun 13 04:32:00 2019,Upper Body (strength & toning),Jess Sims,10.0
Tue Jun 11 12:51:00 2019,Core (Strength & Toning),Chase Tucker,15.0
Mon Jul  1 06:00:00 2019,Core (Strength & Toning),Cody Rigsby,15.0
Tue Jun 11 08:01:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Jun 11 04:49:00 2019,Full Body (Strength & Toning),Olivia Amato,30.0
Tue Jun 11 04:22:00 2019,Lower Body (Strength & Toning),Jess Sims,20.0
Mon Jun 10 08:01:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Jun 10 04:22:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Sun Jun  9 07:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Sat Jun  8 07:02:00 2019,Upper Body (strength & toning),Chase Tucker,10.0
Fri Jun  7 18:32:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Fri Jun  7 05:23:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Fri Jun  7 02:49:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Thu Jun  6 14:01:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Thu Jun  6 13:01:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Thu Jun  6 11:59:00 2019,Core (Strength & Toning),Denis Morton,10.0
Thu Jun  6 11:41:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Thu Jun  6 04:32:00 2019,Bodyweight (Strength & toning),Jess Sims,10.0
Thu Jun  6 03:32:00 2019,Full Body (Strength & Toning),Becs Gentry,10.0
Wed Jun  5 02:00:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Wed Jun  5 05:32:00 2019,Core (Strength & Toning),Andy Speer,10.0
Wed Jun  5 02:00:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Tue Jun  4 04:23:00 2019,Core (Strength & Toning),Jess Sims,20.0
Tue Jun  4 03:32:00 2019,Full Body (Strength & Toning),Andy Speer,10.0
Mon Jun  3 14:52:00 2019,Upper Body (strength & toning),Robin Arzon,20.0
Mon Jun  3 14:18:00 2019,Lower Body (Strength & Toning),Robin Arzon,20.0
Mon Jun  3 14:02:00 2019,Upper Body (strength & toning),Jess King,10.0
Mon Jun  3 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Mon Jun  3 03:31:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Sun Jun  2 06:02:00 2019,Upper Body (strength & toning),Becs Gentry,10.0
Sat Jun  1 08:35:00 2019,Full Body (Strength & Toning),Matty Maggiacomo,20.0
Sat Jun  1 06:52:00 2019,Bodyweight (Strength & toning),Selena Samuela,20.0
Fri May 31 03:23:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,20.0
Thu May 30 08:02:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu May 30 05:32:00 2019,Core (Strength & Toning),Chase Tucker,10.0
Thu May 30 03:32:00 2019,Bodyweight (Strength & toning),Becs Gentry,10.0
Wed May 29 12:17:00 2019,Core (Strength & Toning),Alex Toussaint,5.0
Wed May 29 11:47:00 2019,Bodyweight (Strength & toning),Alex Toussaint,15.0
Wed May 29 11:28:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Wed May 29 05:21:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Tue May 28 15:51:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Tue May 28 08:05:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue May 28 06:00:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Tue May 28 06:00:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Tue May 28 06:00:00 2019,Core (Strength & Toning),Emma Lovewell,15.0
Tue May 28 04:23:00 2019,Upper Body (strength & toning),Jess Sims,20.0
Mon May 27 12:43:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Mon May 27 08:47:00 2019,Bodyweight (Strength & toning),Rebecca Kennedy,10.0
Mon May 27 07:01:00 2019,Bodyweight (Strength & toning),Selena Samuela,10.0
Mon May 27 06:00:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Sun May 26 12:19:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Sun May 26 07:02:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Fri May 24 07:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Fri May 24 05:22:00 2019,Upper Body (strength & toning),Matty Maggiacomo,20.0
Thu May 23 15:02:00 2019,Core (Strength & Toning),Jess Sims,10.0
Thu May 23 14:02:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Thu May 23 05:35:00 2019,Core (Strength & Toning),Becs Gentry,10.0
Thu May 23 03:49:00 2019,Lower Body (Strength & Toning),Chase Tucker,20.0
Tue May 21 14:01:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Tue May 21 12:35:00 2019,Bodyweight (Strength & toning),Andy Speer,10.0
Tue May 21 11:58:00 2019,Core (Strength & Toning),Ally Love,10.0
Tue May 21 09:48:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Tue May 21 06:00:00 2019,Full Body (Strength & Toning),Rebecca Kennedy,30.0
Tue May 21 06:00:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue May 21 06:00:00 2019,Full Body (Strength & Toning),Andy Speer,30.0
Tue May 21 04:22:00 2019,Bodyweight (Strength & toning),Jess Sims,20.0
Mon May 20 14:01:00 2019,Upper Body (strength & toning),Jess King,10.0
Mon May 20 04:31:00 2019,Core (Strength & Toning),Olivia Amato,10.0
Mon May 20 03:22:00 2019,Lower Body (Strength & Toning),Selena Samuela,20.0
Sat May 18 06:51:00 2019,Full Body (Strength & Toning),Robin Arzon,20.0
Fri May 17 11:31:00 2019,Core (Strength & Toning),Jennifer Jacobs,10.0
Fri May 17 04:22:00 2019,Upper Body (strength & toning),Selena Samuela,20.0
Fri May 17 03:32:00 2019,Lower Body (Strength & Toning),Rebecca Kennedy,10.0
Thu May 16 08:02:00 2019,Upper Body (strength & toning),Ally Love,10.0
Thu May 16 05:32:00 2019,Core (Strength & Toning),Matty Maggiacomo,10.0
Wed May 15 23:09:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Thu May 16 03:22:00 2019,Bodyweight (Strength & toning),Becs Gentry,20.0
Wed May 15 05:22:00 2019,Upper Body (strength & toning),Andy Speer,20.0
Wed May 15 04:49:00 2019,Lower Body (Strength & Toning),Andy Speer,20.0
Tue May 14 11:41:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Tue May 14 11:22:00 2019,Upper Body (strength & toning),Robin Arzon,15.0
Tue May 14 10:45:00 2019,Upper Body (strength & toning),Christine D'Ercole,15.0
Tue May 14 08:02:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Mon May 13 16:02:00 2019,Core (Strength & Toning),Rebecca Kennedy,10.0
Mon May 13 04:21:00 2019,Bodyweight (Strength & toning),Olivia Amato,20.0
Sun May 12 06:52:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Sun May 12 06:00:00 2019,Core (Strength & Toning),Emma Lovewell,5.0
Sat May 11 07:01:00 2019,Core (Strength & Toning),Robin Arzon,10.0
Fri May 10 22:44:00 2019,Upper Body (strength & toning),Ben Alldis,10.0
Fri May 10 07:02:00 2019,Upper Body (strength & toning),Hannah Corbin,10.0
Fri May 10 05:32:00 2019,Upper Body (strength & toning),Matty Maggiacomo,10.0
Fri May 10 03:49:00 2019,Core (Strength & Toning),Selena Samuela,20.0
Thu May  9 21:53:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Thu May  9 07:02:00 2019,Upper Body (strength & toning),Christine D'Ercole,10.0
Thu May  9 05:32:00 2019,Bodyweight (Strength & toning),Chase Tucker,10.0
Wed May  8 05:32:00 2019,Lower Body (Strength & Toning),Andy Speer,10.0
Tue May  7 14:52:00 2019,Core (Strength & Toning),Rebecca Kennedy,20.0
Tue May  7 05:31:00 2019,Upper Body (strength & toning),Olivia Amato,10.0
Tue May  7 04:22:00 2019,Core (Strength & Toning),Andy Speer,20.0
Mon May  6 07:02:00 2019,Upper Body (strength & toning),Denis Morton,10.0
Mon May  6 03:32:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Thu May  2 08:01:00 2019,Upper Body (strength & toning),Ally Love,10.0
Wed May  1 05:32:00 2019,Core (Strength & Toning),Andy Speer,10.0
Tue Apr 30 12:00:00 2019,Core (Strength & Toning),Christine D'Ercole,5.0
Tue Apr 30 12:03:00 2019,Core (Strength & Toning),Emma Lovewell,10.0
Tue Apr 30 08:01:00 2019,Upper Body (strength & toning),Cody Rigsby,10.0
Tue Apr 30 04:33:00 2019,Bodyweight (Strength & toning),Jess Sims,10.0
Mon Apr 29 11:27:00 2019,Full Body (Strength & Toning),Hannah Corbin,15.0
Mon Apr 29 08:01:00 2019,Upper Body (strength & toning),Emma Lovewell,10.0
Mon Apr 29 04:22:00 2019,Core (Strength & Toning),Becs Gentry,20.0
Sun Apr 28 07:01:00 2019,Core (Strength & Toning),Selena Samuela,10.0
Sat Apr 27 04:21:00 2019,Upper Body (strength & toning),Leanne Hainsby,10.0
Fri Apr 26 03:32:00 2019,Upper Body (strength & toning),Rebecca Kennedy,10.0
Thu Apr 25 15:05:00 2019,Lower Body (Strength & Toning),Jess Sims,10.0
Thu Apr 25 14:00:00 2019,Upper Body (strength & toning),Alex Toussaint,10.0
Thu Apr 25 11:36:00 2019,Core (Strength & Toning),Denis Morton,10.0
Thu Apr 25 11:26:00 2019,Upper Body (strength & toning),Denis Morton,5.0
