Original Air Date,Title,Instructor,Length,Type
Sat Sep  7 07:48:00 2019,60 min Bootcamp: Glutes & Legs,Jess Sims,60.0,Body Focus (Bootcamp)
Thu Sep  5 03:49:00 2019,45 min Run + Core,Matty Maggiacomo,45.0,Body Focus (Bootcamp)
Wed Sep  4 15:18:00 2019,45 min R&B Bootcamp,Chase Tucker,45.0,Theme (Bootcamp)
Wed Sep  4 04:47:00 2019,45 min Bootcamp: Chest & Back,Andy Speer,45.0,Body Focus (Bootcamp)
Tue Sep  3 15:18:00 2019,45 min Run + Core,Selena Samuela,45.0,Body Focus (Bootcamp)
Tue Sep  3 14:20:00 2019,45 min 90s Pop Bootcamp,Rebecca Kennedy,45.0,Theme (Bootcamp)
Tue Sep  3 12:46:00 2019,30 min Run + Stretch,Chase Tucker,30.0,Body Focus (Bootcamp)
Tue Sep  3 04:10:00 2019,30 min Run + Arms & Shoulders,Jess Sims,30.0,Body Focus (Bootcamp)
Mon Sep  2 06:17:00 2019,45 min Run + Bodyweight,Jess Sims,45.0,Bodyweight (Bootcamp)
Mon Sep  2 05:18:00 2019,45 min Bootcamp: Chest & Back,Olivia Amato,45.0,Body Focus (Bootcamp)
Sat Aug 31 07:49:00 2019,60 min Trap Bootcamp,Jess Sims,60.0,Theme (Bootcamp)
Sat Aug 31 06:17:00 2019,20 min Bootcamp: Full Body,Chase Tucker,20.0,Body Focus (Bootcamp)
Wed Aug 28 15:19:00 2019,30 min Bootcamp: Arms & Shoulders,Jess Sims,30.0,Body Focus (Bootcamp)
Tue Aug 27 14:19:00 2019,30 min 90s Bootcamp,Rebecca Kennedy,30.0,Theme (Bootcamp)
Sun Aug 25 06:19:00 2019,30 min Bootcamp: Arms & Shoulders,Rebecca Kennedy,30.0,Body Focus (Bootcamp)
Sun Aug 25 05:19:00 2019,45 min Run + Stretch,Selena Samuela,45.0,Body Focus (Bootcamp)
Thu Aug 22 16:17:00 2019,60 min Bootcamp: Glutes & Legs,Chase Tucker,60.0,Body Focus (Bootcamp)
Wed Aug 21 16:19:00 2019,30 min Bootcamp: Core,Rebecca Kennedy,30.0,Body Focus (Bootcamp)
Wed Aug 21 14:18:00 2019,45 min Run + Arms & Shoulders,Chase Tucker,45.0,Body Focus (Bootcamp)
Tue Aug 20 15:18:00 2019,45 min Bootcamp: Full Body,Selena Samuela,45.0,Body Focus (Bootcamp)
Tue Aug 20 03:47:00 2019,45 min Run + Glutes & Legs,Jess Sims,45.0,Body Focus (Bootcamp)
Mon Aug 19 16:18:00 2019,45 min Run + Arms & Shoulders,Matty Maggiacomo,45.0,Body Focus (Bootcamp)
Mon Aug 19 15:17:00 2019,45 min HRZ Bootcamp: Glutes & Legs,Chase Tucker,45.0,Heart Rate Bootcamp
Mon Aug 19 04:47:00 2019,20 min Pop Bootcamp,Jess Sims,20.0,Theme (Bootcamp)
Mon Aug 19 03:48:00 2019,45 min Run + Glutes & Legs,Olivia Amato,45.0,Body Focus (Bootcamp)
Thu Aug 15 03:10:00 2019,30 min Run + Core,Becs Gentry,30.0,Body Focus (Bootcamp)
Tue Aug 13 15:19:00 2019,45 min Run + Core,Selena Samuela,45.0,Body Focus (Bootcamp)
Mon Aug 12 16:19:00 2019,60 min Bootcamp: Core,Matty Maggiacomo,60.0,Body Focus (Bootcamp)
Mon Aug 12 15:19:00 2019,45 min Pop Bootcamp,Chase Tucker,45.0,Theme (Bootcamp)
Mon Aug 12 04:48:00 2019,45 min Run + Bodyweight,Jess Sims,45.0,Bodyweight (Bootcamp)
Sat Aug 10 07:47:00 2019,60 min Hip Hop Bootcamp,Jess Sims,60.0,Theme (Bootcamp)
Sat Aug 10 06:17:00 2019,20 min Bootcamp: Chest & Back,Chase Tucker,20.0,Body Focus (Bootcamp)
Tue Aug  6 13:16:00 2019,30 min Walk + Arms & Shoulders,Chase Tucker,30.0,Walking Bootcamp
Thu Aug  1 03:48:00 2019,30 min Run + Core,Jess Sims,30.0,Body Focus (Bootcamp)
Wed Jul 31 15:18:00 2019,45 min Bootcamp: Full Body,Matty Maggiacomo,45.0,Body Focus (Bootcamp)
Mon Jul 29 04:48:00 2019,45 min Run + Arms & Shoulders,Jess Sims,45.0,Body Focus (Bootcamp)
Fri Jul 26 06:00:00 2019,30 min Walk + Core,Matty Maggiacomo,30.0,Walking Bootcamp
Thu Jul 25 05:00:00 2019,30 min 80s Bootcamp,Matty Maggiacomo,30.0,Theme (Bootcamp)
Wed Jul 24 15:30:00 2019,45 min Run + Full Body,Matty Maggiacomo,45.0,Body Focus (Bootcamp)
Wed Jul 24 14:18:00 2019,45 min Run + Arms & Shoulders,Chase Tucker,45.0,Body Focus (Bootcamp)
Tue Jul 23 15:18:00 2019,45 min Run + Core,Selena Samuela,45.0,Body Focus (Bootcamp)
Tue Jul 23 13:00:00 2019,30 min Walk + Core,Chase Tucker,30.0,Walking Bootcamp
Mon Jul 22 04:47:00 2019,45 min Trap Bootcamp,Jess Sims,45.0,Theme (Bootcamp)
Mon Jul 22 02:49:00 2019,30 min Run + Arms & Shoulders,Matty Maggiacomo,30.0,Body Focus (Bootcamp)
Fri Jul 19 04:53:00 2019,30 min Run + Glutes & Legs,Matty Maggiacomo,30.0,Body Focus (Bootcamp)
Thu Jul 18 16:19:00 2019,60 min Bootcamp: Glutes & Legs,Andy Speer,60.0,Body Focus (Bootcamp)
Wed Jul 17 14:14:00 2019,45 min Run + Bodyweight,Chase Tucker,45.0,Bodyweight (Bootcamp)
Tue Jul 16 15:22:00 2019,45 min Bootcamp: Bodyweight,Selena Samuela,45.0,Bodyweight (Bootcamp)
Mon Jul 15 15:18:00 2019,45 min Hip Hop Bootcamp,Chase Tucker,45.0,Theme (Bootcamp)
Mon Jul 15 14:19:00 2019,20 min Bootcamp: Bodyweight,Matty Maggiacomo,20.0,Bodyweight (Bootcamp)
Thu Jul 11 14:19:00 2019,45 min Run + Glutes & Legs,Matty Maggiacomo,45.0,Body Focus (Bootcamp)
Mon Jul  8 16:20:00 2019,60 min Bootcamp: Arms & Shoulders,Matty Maggiacomo,60.0,Body Focus (Bootcamp)
Mon Jul  8 03:15:00 2019,30 min Rock Bootcamp,Selena Samuela,30.0,Theme (Bootcamp)
Sat Jul  6 07:48:00 2019,60 min Bootcamp: Core,Jess Sims,60.0,Body Focus (Bootcamp)
Sat Jul  6 05:18:00 2019,45 min Run + Arms & Shoulders,Becs Gentry,45.0,Body Focus (Bootcamp)
Tue Jul  2 05:50:00 2019,20 min Bootcamp: Arms & Shoulders,Andy Speer,20.0,Body Focus (Bootcamp)
Mon Jul  1 16:18:00 2019,60 min Bootcamp: Full Body,Andy Speer,60.0,Body Focus (Bootcamp)
