Original Air Date,Title,Instructor,Length,Type
Fri Mar  1 10:20:00 2019,30 min HIIT Ride,Robin Arzon,30.0,Intervals
Fri Mar  1 07:02:00 2019,10 min Cool Down Ride,Hannah Corbin,10.0,Low Impact
Thu Feb 28 14:01:00 2019,10 min Low Impact Ride,Alex Toussaint,10.0,Low Impact
Tue Feb 26 22:07:00 2019,5 min Cool Down Ride,Leanne Hainsby,4.983333333333333,Low Impact
Wed Feb 27 07:17:00 2019,20 min 90s Hip Hop Ride,Jenn Sherman,20.0,Theme
Wed Feb 27 03:49:00 2019,45 min Intervals & Arms Ride,Ally Love,45.0,Intervals
Tue Feb 26 17:19:00 2019,45 min 80s Pop Ride,Denis Morton,45.0,Theme
Tue Feb 26 16:20:00 2019,45 min Climb Ride,Christine D'Ercole,45.0,Climb
Tue Feb 26 14:02:00 2019,10 min Cool Down Ride,Olivia Amato,10.0,Low Impact
Tue Feb 26 07:01:00 2019,10 min Cool Down Ride,Jenn Sherman,10.0,Low Impact
Mon Feb 25 22:37:00 2019,5 min Cool Down Ride,Ben Alldis,4.983333333333333,Low Impact
Mon Feb 25 14:20:00 2019,45 min 70s Ride,Denis Morton,45.0,Theme
Mon Feb 25 14:02:00 2019,10 min Low Impact Ride,Jess King,10.0,Low Impact
Mon Feb 25 09:20:00 2019,30 min Sweat Steady Ride,Jess King,30.0,Theme
Sun Feb 24 12:19:00 2019,30 min 90s Pop Ride,Cody Rigsby,30.0,Theme
Sat Feb 23 11:34:00 2019,30 min Motown Ride,Alex Toussaint,30.0,Theme
Fri Feb 22 23:09:00 2019,10 min Climb Ride,Ben Alldis,10.0,Climb
Fri Feb 22 22:54:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Fri Feb 22 09:19:00 2019,30 min Black History Ride,Cody Rigsby,30.0,Theme
Fri Feb 22 08:19:00 2019,30 min Pick-Me-Up Ride,Hannah Corbin,30.0,Theme
Fri Feb 22 01:24:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Thu Feb 21 22:56:00 2019,10 min Low Impact Ride,Ben Alldis,10.0,Low Impact
Thu Feb 21 17:20:00 2019,45 min Latin Ride,Cody Rigsby,45.0,Theme
Thu Feb 21 16:18:00 2019,45 min Electronic Dance/EDM Ride,Jess King,45.0,Theme
Thu Feb 21 13:51:00 2019,20 min Low Impact Ride,Alex Toussaint,20.0,Low Impact
Thu Feb 21 13:20:00 2019,20 min 90s Hip Hop Ride,Alex Toussaint,20.0,Theme
Thu Feb 21 07:19:00 2019,30 min 80s Pop Ride,Ally Love,30.0,Theme
Wed Feb 20 13:51:00 2019,20 min 70s Ride,Ally Love,20.0,Theme
Tue Feb 19 21:06:00 2019,45 min Intervals & Arms Ride,Leanne Hainsby,45.0,Intervals
Tue Feb 19 09:18:00 2019,30 min Black History Ride,Jess King,30.0,Theme
Tue Feb 19 07:18:00 2019,30 min 80s Pop Ride,Cody Rigsby,30.0,Theme
Tue Feb 19 06:18:00 2019,20 min 80s Pop Ride,Ally Love,20.0,Theme
Mon Feb 18 09:18:00 2019,30 min Advanced Beginner Ride,Jennifer Jacobs,30.0,Beginner
Mon Feb 18 06:19:00 2019,20 min 80s Pop Ride,Denis Morton,20.0,Theme
Sun Feb 17 21:17:00 2019,30 min British Pop Ride,Leanne Hainsby,30.0,Theme
Sun Feb 17 09:34:00 2019,45 min Low Impact Ride,Emma Lovewell,45.0,Low Impact
Sat Feb 16 04:48:00 2019,45 min 90s Ride,Christine D'Ercole,45.0,Theme
Fri Feb 15 23:01:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Fri Feb 15 11:44:00 2019,20 min FTP Test Ride,Denis Morton,20.0,Power Zone
Fri Feb 15 09:19:00 2019,30 min Power Zone Ride,Matt Wilpers,30.0,Power Zone
Fri Feb 15 07:20:00 2019,20 min Tabata Ride,Matt Wilpers,20.0,Intervals
Fri Feb 15 02:01:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Thu Feb 14 17:20:00 2019,45 min 80s Ride,Cody Rigsby,45.0,Theme
Thu Feb 14 14:01:00 2019,10 min Cool Down Ride,Jennifer Jacobs,10.0,Low Impact
Thu Feb 14 09:20:00 2019,30 min Diana Ross Ride,Ally Love,30.0,Theme
Thu Feb 14 07:02:00 2019,10 min Low Impact Ride,Christine D'Ercole,10.0,Low Impact
Thu Feb 14 06:19:00 2019,30 min Climb Ride,Christine D'Ercole,30.0,Climb
Thu Feb 14 03:48:00 2019,45 min 70s Ride,Hannah Corbin,45.0,Theme
Tue Feb 12 17:19:00 2019,45 min 90s Pop Ride,Denis Morton,45.0,Theme
Tue Feb 12 11:52:00 2019,5 min Cool Down Ride,Emma Lovewell,5.0,Low Impact
Tue Feb 12 08:18:00 2019,30 min 80s Ride,Alex Toussaint,30.0,Theme
Tue Feb 12 07:52:00 2019,20 min Funk Ride,Ally Love,20.0,Theme
Tue Feb 12 07:19:00 2019,20 min Pop Ride,Ally Love,20.0,Theme
Tue Feb 12 01:23:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Tue Feb 12 06:19:00 2019,30 min 80s Ride,Jenn Sherman,30.0,Theme
Tue Feb 12 04:49:00 2019,45 min 70s Rock Ride,Jenn Sherman,45.0,Theme
Mon Feb 11 22:28:00 2019,5 min Cool Down Ride,Ben Alldis,5.0,Low Impact
Mon Feb 11 14:19:00 2019,45 min Classic Rock Ride,Denis Morton,45.0,Theme
Mon Feb 11 10:19:00 2019,30 min 80s Rock Ride,Jennifer Jacobs,30.0,Theme
Mon Feb 11 07:02:00 2019,10 min Cool Down Ride,Denis Morton,10.0,Low Impact
Sun Feb 10 23:01:00 2019,30 min 70s Ride,Leanne Hainsby,30.0,Theme
Sun Feb 10 12:19:00 2019,30 min 80s Pop Ride,Cody Rigsby,30.0,Theme
Sat Feb  9 09:34:00 2019,75 min Power Zone Endurance Ride,Matt Wilpers,75.0,Power Zone
Fri Feb  8 23:19:00 2019,10 min Climb Ride,Ben Alldis,10.0,Climb
Fri Feb  8 22:43:00 2019,30 min House Ride,Ben Alldis,30.0,Theme
Fri Feb  8 14:33:00 2019,45 min Live DJ Ride,Robin Arzon,45.0,Live DJ
Fri Feb  8 06:18:00 2019,20 min 90s Rock Ride,Ally Love,20.0,Theme
Thu Feb  7 09:18:00 2019,30 min 80s Pop Ride,Ally Love,30.0,Theme
Wed Feb  6 10:18:00 2019,30 min Intervals & Arms Ride,Cody Rigsby,30.0,Intervals
Wed Feb  6 08:01:00 2019,10 min Cool Down Ride,Jenn Sherman,10.0,Low Impact
Tue Feb  5 17:19:00 2019,45 min 80s Ride,Denis Morton,45.0,Theme
Tue Feb  5 16:19:00 2019,45 min Classic Rock Ride,Christine D'Ercole,45.0,Theme
Tue Feb  5 11:42:00 2019,20 min Beginner Ride,Jess King,20.0,Beginner
Tue Feb  5 09:18:00 2019,30 min Advanced Beginner Ride,Jess King,30.0,Beginner
Mon Feb  4 17:18:00 2019,45 min 80s Ride,Alex Toussaint,45.0,Theme
Mon Feb  4 13:51:00 2019,20 min Low Impact Ride,Jess King,20.0,Low Impact
Mon Feb  4 07:30:00 2019,30 min HIIT Ride,Emma Lovewell,30.0,Intervals
Mon Feb  4 02:49:00 2019,45 min 90s Pop Ride,Ally Love,45.0,Theme
Sun Feb  3 12:19:00 2019,30 min HIIT Ride,Cody Rigsby,30.0,Intervals
Sun Feb  3 11:34:00 2019,30 min 80s Pop Ride,Emma Lovewell,30.0,Theme
Sat Feb  2 08:34:00 2019,45 min Sweat Steady Ride,Jess King,45.0,Theme
Fri Feb  1 22:32:00 2019,30 min House Ride,Ben Alldis,30.0,Theme
Fri Feb  1 15:49:00 2019,45 min Hip Hop Ride,Denis Morton,45.0,Theme
Fri Feb  1 06:19:00 2019,20 min Low Impact Ride,Hannah Corbin,20.0,Low Impact
Thu Jan 31 17:21:00 2019,45 min Latin Ride,Cody Rigsby,45.0,Theme
Thu Jan 31 13:21:00 2019,30 min Low Impact Ride,Alex Toussaint,30.0,Low Impact
Thu Jan 31 07:51:00 2019,20 min 90s Pop Ride,Ally Love,20.0,Theme
Thu Jan 31 06:19:00 2019,30 min Low Impact Ride,Christine D'Ercole,30.0,Low Impact
Wed Jan 30 14:01:00 2019,10 min Cool Down Ride,Robin Arzon,10.0,Low Impact
Tue Jan 29 17:19:00 2019,45 min 80s Pop Ride,Denis Morton,45.0,Theme
Tue Jan 29 10:18:00 2019,30 min Advanced Beginner Ride,Denis Morton,30.0,Beginner
Tue Jan 29 07:02:00 2019,10 min Climb Ride,Jenn Sherman,10.0,Climb
Tue Jan 29 06:18:00 2019,30 min 70s Ride,Jenn Sherman,30.0,Theme
Sun Jan 27 08:33:00 2019,45 min 80s Pop Ride,Emma Lovewell,45.0,Theme
Sun Jan 27 02:15:00 2019,20 min HIIT Ride,Ben Alldis,20.0,Intervals
Fri Jan 25 22:58:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Fri Jan 25 11:22:00 2019,5 min Cool Down Ride,Jennifer Jacobs,5.0,Low Impact
Thu Jan 24 13:51:00 2019,20 min 90s Hip Hop Ride,Alex Toussaint,20.0,Theme
Thu Jan 24 13:21:00 2019,20 min 80s Ride,Alex Toussaint,20.0,Theme
Thu Jan 24 07:20:00 2019,20 min HIIT Ride,Ally Love,20.0,Intervals
Thu Jan 24 07:02:00 2019,10 min Cool Down Ride,Christine D'Ercole,10.0,Low Impact
Wed Jan 23 21:10:00 2019,30 min Intervals & Arms Ride,Ben Alldis,30.0,Intervals
Wed Jan 23 13:19:00 2019,20 min 80s Ride,Robin Arzon,20.0,Theme
Wed Jan 23 08:19:00 2019,30 min Advanced Beginner Ride,Emma Lovewell,30.0,Beginner
Wed Jan 23 08:01:00 2019,10 min Low Impact Ride,Jenn Sherman,10.0,Low Impact
Wed Jan 23 03:49:00 2019,45 min 80s Pop Ride,Ally Love,45.0,Theme
Tue Jan 22 10:21:00 2019,30 min Low Impact Ride,Jenn Sherman,30.0,Low Impact
Tue Jan 22 06:19:00 2019,30 min Climb Ride,Jenn Sherman,30.0,Climb
Mon Jan 21 08:01:00 2019,10 min Low Impact Ride,Emma Lovewell,10.0,Low Impact
Mon Jan 21 06:51:00 2019,20 min Low Impact Ride,Hannah Corbin,20.0,Low Impact
Mon Jan 21 02:50:00 2019,45 min Intervals & Arms Ride,Hannah Corbin,45.0,Intervals
Sat Jan 19 13:49:00 2019,45 min Club Bangers Ride,Alex Toussaint,45.0,Theme
Sat Jan 19 02:14:00 2019,10 min Climb Ride,Ben Alldis,10.0,Climb
Fri Jan 18 08:01:00 2019,10 min Low Impact Ride,Matt Wilpers,10.0,Low Impact
Thu Jan 17 14:02:00 2019,10 min Cool Down Ride,Alex Toussaint,10.0,Low Impact
Thu Jan 17 04:49:00 2019,45 min Power Zone Ride,Denis Morton,45.0,Power Zone
Wed Jan 16 14:19:00 2019,45 min 80s Ride,Emma Lovewell,45.0,Theme
Wed Jan 16 14:02:00 2019,10 min Cool Down Ride,Jess King,10.0,Low Impact
Tue Jan 15 08:18:00 2019,30 min Rock Ride,Alex Toussaint,30.0,Theme
Tue Jan 15 07:51:00 2019,20 min 90s Pop Ride,Cody Rigsby,20.0,Theme
Tue Jan 15 02:32:00 2019,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Tue Jan 15 07:02:00 2019,10 min Low Impact Ride,Jenn Sherman,10.0,Low Impact
Mon Jan 14 14:20:00 2019,45 min Rock Ride,Denis Morton,45.0,Theme
Mon Jan 14 11:37:00 2019,5 min Warm Up Ride,Christine D'Ercole,5.0,Low Impact
Mon Jan 14 08:02:00 2019,10 min Low Impact Ride,Emma Lovewell,10.0,Low Impact
Sun Jan 13 12:19:00 2019,30 min Advanced Beginner Ride,Cody Rigsby,30.0,Beginner
Sat Jan 12 08:33:00 2019,45 min Sweat Steady Ride,Jess King,45.0,Theme
Sat Jan 12 06:49:00 2019,60 min 80s Ride,Christine D'Ercole,60.0,Theme
Sat Jan 12 05:49:00 2019,45 min 80s Ride,Denis Morton,45.0,Theme
Fri Jan 11 02:33:00 2019,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Fri Jan 11 02:48:00 2019,45 min 70s Ride,Ally Love,45.0,Theme
Thu Jan 10 21:16:00 2019,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Thu Jan 10 09:00:00 2019,10 min Banff National Park Scenic Ride,None,10.0,Scenic (Cycling)
Thu Jan 10 09:00:00 2019,30 min Coasts & Trails Scenic Ride,None,30.0,Scenic (Cycling)
Thu Jan 10 09:00:00 2019,15 min Wellington Scenic Ride,None,15.0,Scenic (Cycling)
Thu Jan 10 09:00:00 2019,20 min Glaciers & Rocks Scenic Ride,None,20.0,Scenic (Cycling)
Thu Jan 10 09:00:00 2019,15 min Italian Streets Scenic Ride,None,15.0,Scenic (Cycling)
Thu Jan 10 07:20:00 2019,20 min HIIT Ride,Ally Love,20.0,Intervals
Wed Jan  9 11:27:00 2019,15 min Hip Hop Ride,Robin Arzon,15.0,Theme
Wed Jan  9 03:44:00 2019,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Wed Jan  9 08:01:00 2019,10 min Cool Down Ride,Jenn Sherman,10.0,Low Impact
Wed Jan  9 07:19:00 2019,30 min 90s Pop Ride,Jenn Sherman,30.0,Theme
Wed Jan  9 03:49:00 2019,45 min 90s Pop Ride,Ally Love,45.0,Theme
Tue Jan  8 09:19:00 2019,30 min 80s Ride,Jess King,30.0,Theme
Tue Jan  8 07:52:00 2019,20 min 80s Pop Ride,Cody Rigsby,20.0,Theme
Tue Jan  8 07:20:00 2019,20 min Tabata Ride,Cody Rigsby,20.0,Intervals
Mon Jan  7 13:51:00 2019,20 min Low Impact Ride,Jess King,20.0,Low Impact
Mon Jan  7 06:18:00 2019,20 min 80s Pop Ride,Denis Morton,20.0,Theme
Sun Jan  6 15:00:00 2019,20 min Beginner Ride,Emma Lovewell,20.0,Beginner
Sat Jan  5 02:51:00 2019,10 min Low Impact Ride,Ben Alldis,10.0,Low Impact
Sat Jan  5 05:49:00 2019,45 min Low Impact Ride,Jennifer Jacobs,45.0,Low Impact
Fri Jan  4 22:40:00 2019,10 min Cool Down Ride,Leanne Hainsby,10.0,Low Impact
Fri Jan  4 09:18:00 2019,30 min Intervals & Arms Ride,Denis Morton,30.0,Intervals
Fri Jan  4 02:28:00 2019,10 min Climb Ride,Ben Alldis,10.0,Climb
Fri Jan  4 01:36:00 2019,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Thu Jan  3 22:22:00 2019,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Thu Jan  3 16:19:00 2019,45 min 90s Pop Ride,Denis Morton,45.0,Theme
Thu Jan  3 09:18:00 2019,30 min 90s Ride,Matt Wilpers,30.0,Theme
Thu Jan  3 07:52:00 2019,20 min Low Impact Ride,Hannah Corbin,20.0,Low Impact
Thu Jan  3 07:02:00 2019,10 min Cool Down Ride,Christine D'Ercole,10.0,Low Impact
Tue Jan  1 21:00:00 2019,15 min Tabata Ride,Ally Love,15.0,Intervals
Wed Jan  2 08:02:00 2019,10 min Cool Down Ride,Jenn Sherman,10.0,Low Impact
Tue Jan  1 11:51:00 2019,15 min Classic Rock Ride,Christine D'Ercole,15.0,Theme
Tue Jan  1 12:00:00 2019,15 min Groove Ride,Cody Rigsby,15.0,Groove
Mon Dec 31 08:32:00 2018,45 min Classic Rock Ride,Denis Morton,45.0,Theme
Mon Dec 31 06:52:00 2018,20 min 80s Rock Ride,Christine D'Ercole,20.0,Theme
Mon Dec 31 05:18:00 2018,45 min Southern Rock Ride,Hannah Corbin,45.0,Theme
Sat Dec 29 11:34:00 2018,30 min Low Impact Ride,Jess King,30.0,Low Impact
Fri Dec 28 11:40:00 2018,15 min Pop Ride,Jess King,15.0,Theme
Fri Dec 28 11:13:00 2018,20 min Beginner Ride,Jess King,20.0,Beginner
Fri Dec 28 02:16:00 2018,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Fri Dec 28 01:23:00 2018,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Thu Dec 27 22:01:00 2018,10 min Climb Ride,Ben Alldis,10.0,Climb
Thu Dec 27 13:49:00 2018,45 min Power Zone Endurance Ride,Denis Morton,45.0,Power Zone
Thu Dec 27 12:21:00 2018,15 min HIIT Ride,Cody Rigsby,15.0,Intervals
Thu Dec 27 07:52:00 2018,20 min Classic Rock Ride,Hannah Corbin,20.0,Theme
Thu Dec 27 07:20:00 2018,20 min Low Impact Ride,Hannah Corbin,20.0,Low Impact
Thu Dec 27 06:00:00 2018,20 min FTP Test Ride,Matt Wilpers,20.0,Power Zone
Thu Dec 27 11:28:00 2018,10 min FTP Warm Up Ride,Matt Wilpers,10.0,Power Zone
Thu Dec 27 05:19:00 2018,45 min Low Impact Ride,Emma Lovewell,45.0,Low Impact
Wed Dec 26 13:04:00 2018,30 min Intervals & Arms Ride,Cody Rigsby,30.0,Intervals
Wed Dec 26 12:11:00 2018,15 min Low Impact Ride,Jennifer Jacobs,15.0,Low Impact
Wed Dec 26 11:33:00 2018,30 min Advanced Beginner Ride,Emma Lovewell,30.0,Beginner
Wed Dec 26 07:51:00 2018,20 min Low Impact Ride,Jenn Sherman,20.0,Low Impact
Tue Dec 25 09:34:00 2018,45 min 80s Ride,Jenn Sherman,45.0,Theme
Mon Dec 24 07:19:00 2018,30 min 80s Pop Ride,Jennifer Jacobs,30.0,Theme
Mon Dec 24 04:19:00 2018,45 min 90s Pop Ride,Emma Lovewell,45.0,Theme
Mon Dec 24 03:18:00 2018,45 min Crank It Up Ride,Christine D'Ercole,45.0,Theme
Sun Dec 23 12:19:00 2018,30 min Advanced Beginner Ride,Cody Rigsby,30.0,Beginner
Sun Dec 23 04:49:00 2018,45 min 90s Ride,Ally Love,45.0,Theme
Sat Dec 22 03:18:00 2018,10 min Climb Ride,Ben Alldis,10.0,Climb
Sat Dec 22 01:38:00 2018,30 min 90s Ride,Ben Alldis,30.0,Theme
Fri Dec 21 02:31:00 2018,30 min 80s Ride,Ben Alldis,30.0,Theme
Fri Dec 21 06:52:00 2018,20 min HIIT Ride,Denis Morton,20.0,Intervals
Thu Dec 20 20:56:00 2018,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Thu Dec 20 14:01:00 2018,10 min Cool Down Ride,Jess King,10.0,Low Impact
Thu Dec 20 13:19:00 2018,30 min 90s Pop Ride,Jess King,30.0,Theme
Thu Dec 20 06:17:00 2018,30 min Advanced Beginner Ride,Christine D'Ercole,30.0,Beginner
Wed Dec 19 11:21:00 2018,20 min Beginner Ride,Alex Toussaint,20.0,Beginner
Tue Dec 18 11:25:00 2018,30 min Advanced Beginner Ride,Jess King,30.0,Beginner
Tue Dec 18 10:22:00 2018,30 min Electronic Dance/EDM Ride,Jess King,30.0,Theme
Mon Dec 17 22:27:00 2018,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Mon Dec 17 06:53:00 2018,20 min 90s Rock Ride,Christine D'Ercole,20.0,Theme
Sun Dec 16 12:19:00 2018,30 min 90s Country Ride,Hannah Corbin,30.0,Theme
Sun Dec 16 04:47:00 2018,45 min 80s Rock Ride,Matt Wilpers,45.0,Theme
Sat Dec 15 12:20:00 2018,30 min Low Impact Ride,Christine D'Ercole,30.0,Low Impact
Fri Dec 14 09:20:00 2018,30 min 80s Pop Ride,Denis Morton,30.0,Theme
Fri Dec 14 03:17:00 2018,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Thu Dec 13 21:15:00 2018,30 min 80s Ride,Leanne Hainsby,30.0,Theme
Thu Dec 13 15:20:00 2018,45 min Intervals & Arms Ride,Alex Toussaint,45.0,Intervals
Thu Dec 13 09:21:00 2018,30 min Intervals & Arms Ride,Hannah Corbin,30.0,Intervals
Wed Dec 12 13:19:00 2018,20 min Tabata Ride,Robin Arzon,20.0,Intervals
Wed Dec 12 06:51:00 2018,20 min Low Impact Ride,Ally Love,20.0,Low Impact
Wed Dec 12 06:18:00 2018,20 min 70s Pop Ride,Ally Love,20.0,Theme
Wed Dec 12 03:50:00 2018,45 min British Rock Ride,Christine D'Ercole,45.0,Theme
Tue Dec 11 02:49:00 2018,45 min Tabata Ride,Robin Arzon,45.0,Intervals
Mon Dec 10 13:52:00 2018,20 min Soul Ride,Ally Love,20.0,Theme
Mon Dec 10 03:48:00 2018,45 min 90s Pop Ride,Emma Lovewell,45.0,Theme
Mon Dec 10 02:48:00 2018,45 min 80s Ride,Christine D'Ercole,45.0,Theme
Fri Dec  7 22:25:00 2018,10 min Low Impact Ride,Ben Alldis,10.0,Low Impact
Fri Dec  7 08:01:00 2018,10 min Low Impact Ride,Emma Lovewell,10.0,Low Impact
Fri Dec  7 02:16:00 2018,10 min Low Impact Ride,Leanne Hainsby,10.0,Low Impact
Fri Dec  7 06:19:00 2018,20 min 80s Ride,Denis Morton,20.0,Theme
Thu Dec  6 22:03:00 2018,10 min Climb Ride,Ben Alldis,10.0,Climb
Thu Dec  6 14:20:00 2018,45 min Power Zone Ride,Denis Morton,45.0,Power Zone
Thu Dec  6 06:19:00 2018,30 min Classic Rock Ride,Jennifer Jacobs,30.0,Theme
Thu Dec  6 02:48:00 2018,45 min Power Zone Endurance Ride,Matt Wilpers,45.0,Power Zone
Wed Dec  5 08:18:00 2018,30 min Low Impact Ride,Cody Rigsby,30.0,Low Impact
Wed Dec  5 07:20:00 2018,30 min 80s Ride,Jenn Sherman,30.0,Theme
Mon Dec  3 21:30:00 2018,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Mon Dec  3 12:17:00 2018,15 min 80s Ride,Denis Morton,15.0,Theme
Mon Dec  3 08:19:00 2018,30 min Intervals & Arms Ride,Denis Morton,30.0,Intervals
Mon Dec  3 06:52:00 2018,20 min Low Impact Ride,Christine D'Ercole,20.0,Low Impact
Sun Dec  2 21:16:00 2018,45 min Intervals & Arms Ride,Leanne Hainsby,45.0,Intervals
Sat Dec  1 11:36:00 2018,30 min Advanced Beginner Ride,Jennifer Jacobs,30.0,Beginner
Sat Dec  1 08:34:00 2018,45 min Elton John Ride,Jess King,45.0,Theme
Sat Dec  1 05:49:00 2018,45 min Low Impact Ride,Hannah Corbin,45.0,Low Impact
Fri Nov 30 22:13:00 2018,30 min 90s Ride,Ben Alldis,30.0,Theme
Fri Nov 30 11:16:00 2018,20 min Beginner Ride,Denis Morton,20.0,Beginner
Fri Nov 30 09:21:00 2018,30 min Fresh Friday Ride,Denis Morton,30.0,Theme
Fri Nov 30 08:20:00 2018,30 min Pick-Me-Up Ride,Hannah Corbin,30.0,Theme
Fri Nov 30 06:52:00 2018,20 min Tabata Ride,Denis Morton,20.0,Intervals
Thu Nov 29 13:51:00 2018,20 min Trap Music Ride,Jess King,20.0,Theme
Wed Nov 28 07:19:00 2018,30 min 80s Ride,Jenn Sherman,30.0,Theme
Tue Nov 27 14:19:00 2018,45 min HRZ Endurance Ride,Christine D'Ercole,45.0,Heart Rate Zone
Tue Nov 27 13:52:00 2018,20 min 90s Pop Ride,Cody Rigsby,20.0,Theme
Tue Nov 27 02:32:00 2018,20 min HIIT Ride,Leanne Hainsby,20.0,Intervals
Tue Nov 27 07:02:00 2018,10 min Climb Ride,Jenn Sherman,10.0,Climb
Tue Nov 27 04:49:00 2018,45 min 90s Rock Ride,Jenn Sherman,45.0,Theme
Tue Nov 27 02:49:00 2018,45 min Tabata Ride,Robin Arzon,45.0,Intervals
Mon Nov 26 11:00:00 2018,20 min Beginner Ride,Jennifer Jacobs,20.0,Beginner
Mon Nov 26 10:21:00 2018,30 min Intervals & Arms Ride,Jess King,30.0,Intervals
Mon Nov 26 08:20:00 2018,30 min Intervals & Arms Ride,Denis Morton,30.0,Intervals
Mon Nov 26 06:19:00 2018,20 min British Rock Ride,Christine D'Ercole,20.0,Theme
Fri Nov 23 15:49:00 2018,45 min Pop Ride,Cody Rigsby,45.0,Theme
Fri Nov 23 02:10:00 2018,30 min Y2K Ride,Ben Alldis,30.0,Theme
Fri Nov 23 11:43:00 2018,20 min Beginner Ride,Hannah Corbin,20.0,Beginner
Fri Nov 23 02:46:00 2018,20 min Low Impact Ride,Ben Alldis,20.0,Low Impact
Wed Nov 21 11:37:00 2018,20 min Beginner Ride,Jenn Sherman,20.0,Beginner
Wed Nov 21 08:02:00 2018,10 min Cool Down Ride,Jenn Sherman,10.0,Low Impact
Tue Nov 20 15:19:00 2018,45 min Trap Music Ride,Jess King,45.0,Theme
Tue Nov 20 10:19:00 2018,30 min Low Impact Ride,Jess King,30.0,Low Impact
Mon Nov 19 13:20:00 2018,30 min Intervals & Arms Ride,Alex Toussaint,30.0,Intervals
Sun Nov 18 21:00:00 2018,15 min Low Impact Ride,Christine D'Ercole,15.0,Low Impact
Mon Nov 19 06:52:00 2018,20 min Low Impact Ride,Christine D'Ercole,20.0,Low Impact
Sun Nov 18 23:58:00 2018,20 min Beginner Ride,Ben Alldis,20.0,Beginner
Sat Nov 17 08:34:00 2018,45 min Sweat Steady Ride,Jess King,45.0,Theme
Fri Nov 16 10:19:00 2018,30 min The Greatest Showman Ride,Robin Arzon,30.0,Theme
Fri Nov 16 08:01:00 2018,10 min Low Impact Ride,Emma Lovewell,10.0,Low Impact
Fri Nov 16 06:52:00 2018,20 min HIIT Ride,Denis Morton,20.0,Intervals
Fri Nov 16 03:49:00 2018,45 min New Tracks Ride,Alex Toussaint,45.0,Theme
Fri Nov 16 02:47:00 2018,45 min 80s Ride,Ally Love,45.0,Theme
Thu Nov 15 16:19:00 2018,45 min 80s Pop Ride,Denis Morton,45.0,Theme
Thu Nov 15 13:51:00 2018,20 min Low Impact Ride,Jess King,20.0,Low Impact
Thu Nov 15 09:18:00 2018,30 min HIIT Ride,Matt Wilpers,30.0,Intervals
Thu Nov 15 06:18:00 2018,30 min 70s Pop Ride,Ally Love,30.0,Theme
Wed Nov 14 07:00:00 2018,30 min 80s Ride,Ben Alldis,30.0,Theme
Thu Nov 15 04:49:00 2018,45 min 80s Pop Ride,Emma Lovewell,45.0,Theme
Wed Nov 14 09:18:00 2018,30 min 90s Pop Ride,Emma Lovewell,30.0,Theme
Wed Nov 14 08:02:00 2018,10 min Low Impact Ride,Jenn Sherman,10.0,Low Impact
Wed Nov 14 07:20:00 2018,30 min Disco Ride,Jenn Sherman,30.0,Theme
Wed Nov 14 06:52:00 2018,20 min 80s Pop Ride,Ally Love,20.0,Theme
Wed Nov 14 04:50:00 2018,45 min Intervals Ride,Jess King,45.0,Intervals
Tue Nov 13 13:20:00 2018,20 min 80s Pop Ride,Matt Wilpers,20.0,Theme
Tue Nov 13 07:02:00 2018,10 min Low Impact Ride,Jenn Sherman,10.0,Low Impact
Mon Nov 12 08:18:00 2018,30 min Climb Ride,Alex Toussaint,30.0,Climb
Mon Nov 12 06:51:00 2018,20 min Blues Ride,Hannah Corbin,20.0,Theme
Mon Nov 12 03:49:00 2018,30 min HIIT Ride,Leanne Hainsby,30.0,Intervals
Sun Nov 11 12:19:00 2018,30 min Advanced Beginner Ride,Hannah Corbin,30.0,Beginner
Sun Nov 11 05:48:00 2018,45 min Low Impact Ride,Jenn Sherman,45.0,Low Impact
Sat Nov 10 12:30:00 2018,30 min HIIT Ride,Alex Toussaint,30.0,Intervals
Sat Nov 10 08:34:00 2018,45 min Sweat Steady Ride,Jess King,45.0,Theme
Sat Nov 10 04:48:00 2018,45 min HRZ Endurance Ride,Jennifer Jacobs,45.0,Heart Rate Zone
Fri Nov  9 09:19:00 2018,30 min 80s Pop Ride,Denis Morton,30.0,Theme
Fri Nov  9 06:52:00 2018,20 min Climb Ride,Denis Morton,20.0,Climb
