Original Air Date,Type,Instructor,Length
Mon Aug 26 16:18:00 2019,Intervals Running,Becs Gentry,30.0
Mon Aug 26 15:18:00 2019,Speed Running,Chase Tucker,45.0
Mon Aug 26 05:11:00 2019,Intervals Running,Jess Sims,30.0
Mon Aug 26 04:48:00 2019,Warm Up/Cool Down Running,Jess Sims,10.0
Sun Aug 25 07:47:00 2019,Fun Run,Matt Wilpers,60.0
Sat Aug 24 06:52:00 2019,Endurance,Chase Tucker,20.0
Sat Aug 24 06:18:00 2019,Intervals Running,Chase Tucker,20.0
Sat Aug 24 05:19:00 2019,Intervals Running,Becs Gentry,45.0
Fri Aug 23 03:52:00 2019,Fun Run,Selena Samuela,45.0
Thu Aug 22 14:40:00 2019,Speed Running,Olivia Amato,30.0
Thu Aug 22 14:18:00 2019,Warm Up/Cool Down Running,Olivia Amato,10.0
Thu Aug 22 04:32:00 2019,Warm Up/Cool Down Running,Jess Sims,10.0
Thu Aug 22 03:50:00 2019,Speed Running,Jess Sims,30.0
Thu Aug 22 02:49:00 2019,Fun Run,Becs Gentry,20.0
Wed Aug 21 15:19:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Aug 21 04:47:00 2019,Intervals Running,Andy Speer,20.0
Wed Aug 21 03:22:00 2019,Endurance,Matt Wilpers,20.0
Wed Aug 21 02:48:00 2019,Fun Run,Matt Wilpers,20.0
Mon Aug 19 15:01:00 2019,Endurance,Robin Arzon,10.0
Mon Aug 19 13:28:00 2019,Running Skills,Becs Gentry,10.0
Mon Aug 19 12:51:00 2019,Speed Running,Becs Gentry,30.0
Mon Aug 19 05:23:00 2019,Fun Run,Jess Sims,20.0
Mon Aug 19 02:48:00 2019,Fun Run,Selena Samuela,30.0
Sun Aug 18 07:48:00 2019,Endurance,Matt Wilpers,60.0
Sun Aug 18 06:41:00 2019,Intervals Running,Selena Samuela,30.0
Sun Aug 18 06:19:00 2019,Warm Up/Cool Down Running,Selena Samuela,10.0
Sat Aug 17 06:18:00 2019,Fun Run,Chase Tucker,30.0
Sat Aug 17 05:20:00 2019,Heart Rate Running,Becs Gentry,45.0
Fri Aug 16 03:54:00 2019,Fun Run,Selena Samuela,45.0
Thu Aug 15 16:18:00 2019,Fun Run,Andy Speer,20.0
Thu Aug 15 15:02:00 2019,Endurance,Chase Tucker,10.0
Thu Aug 15 05:21:00 2019,Intervals Running,Robin Arzon,20.0
Thu Aug 15 04:48:00 2019,Fun Run,Robin Arzon,20.0
Thu Aug 15 02:49:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Wed Aug 14 14:20:00 2019,Speed Running,Chase Tucker,30.0
Wed Aug 14 05:32:00 2019,Endurance,Andy Speer,10.0
Wed Aug 14 03:10:00 2019,Intervals Running,Matt Wilpers,30.0
Wed Aug 14 02:48:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Mon Aug 12 03:47:00 2019,Fun Run,Olivia Amato,45.0
Mon Aug 12 02:50:00 2019,Fun Run,Becs Gentry,30.0
Fri Aug  9 04:48:00 2019,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Thu Aug  8 14:51:00 2019,Intervals Running,Olivia Amato,20.0
Thu Aug  8 03:48:00 2019,Endurance,Jess Sims,10.0
Thu Aug  8 03:32:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Thu Aug  8 02:49:00 2019,Fun Run,Becs Gentry,30.0
Wed Aug  7 14:19:00 2019,Intervals Running,Chase Tucker,45.0
Wed Aug  7 05:21:00 2019,Endurance,Selena Samuela,20.0
Wed Aug  7 04:50:00 2019,Fun Run,Selena Samuela,20.0
Wed Aug  7 03:21:00 2019,Fun Run,Matt Wilpers,20.0
Tue Aug  6 16:18:00 2019,Heart Rate Running,Becs Gentry,60.0
Tue Aug  6 15:19:00 2019,Fun Run,Selena Samuela,45.0
Tue Aug  6 04:48:00 2019,Fun Run,Olivia Amato,30.0
Tue Aug  6 03:47:00 2019,Fun Run,Jess Sims,20.0
Mon Aug  5 16:20:00 2019,Endurance,Becs Gentry,60.0
Sun Aug  4 07:48:00 2019,Fun Run,Matt Wilpers,60.0
Sun Aug  4 05:19:00 2019,Fun Run,Andy Speer,45.0
Sat Aug  3 07:49:00 2019,Fun Run,Jess Sims,30.0
Sat Aug  3 05:19:00 2019,Intervals Running,Becs Gentry,45.0
Fri Aug  2 04:48:00 2019,Intervals Running,Becs Gentry,20.0
Fri Aug  2 03:50:00 2019,Fun Run,Selena Samuela,45.0
Thu Aug  1 14:18:00 2019,Intervals Running,Olivia Amato,45.0
Thu Aug  1 05:22:00 2019,Fun Run,Matty Maggiacomo,20.0
Thu Aug  1 04:49:00 2019,Fun Run,Matty Maggiacomo,20.0
Thu Aug  1 03:32:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Thu Aug  1 02:49:00 2019,Fun Run,Becs Gentry,30.0
Wed Jul 31 14:19:00 2019,Fun Run,Jess Sims,45.0
Wed Jul 31 09:00:00 2019,Scenic (Running),None,30.0
Wed Jul 31 09:00:00 2019,Scenic (Running),None,15.0
Wed Jul 31 09:00:00 2019,Scenic (Running),None,30.0
Wed Jul 31 09:00:00 2019,Scenic (Running),None,15.0
Wed Jul 31 03:31:00 2019,Endurance,Matt Wilpers,10.0
Wed Jul 31 02:48:00 2019,Intervals Running,Matt Wilpers,30.0
Tue Jul 30 16:20:00 2019,Fun Run,Becs Gentry,60.0
Tue Jul 30 03:48:00 2019,Intervals Running,Jess Sims,30.0
Mon Jul 29 17:02:00 2019,Fun Run,Becs Gentry,20.0
Mon Jul 29 16:19:00 2019,Intervals Running,Becs Gentry,30.0
Mon Jul 29 14:18:00 2019,Fun Run,Andy Speer,45.0
Mon Jul 29 04:21:00 2019,Endurance,Olivia Amato,20.0
Mon Jul 29 03:49:00 2019,Intervals Running,Olivia Amato,20.0
Sun Jul 28 07:49:00 2019,Endurance,Becs Gentry,60.0
Sat Jul 27 07:49:00 2019,Heart Rate Running,Jess Sims,60.0
Thu Jul 25 17:02:00 2019,Fun Run,Andy Speer,20.0
Thu Jul 25 14:17:00 2019,Fun Run,Selena Samuela,45.0
Thu Jul 25 11:28:00 2019,Endurance,Olivia Amato,10.0
Thu Jul 25 02:48:00 2019,Endurance,Becs Gentry,30.0
Wed Jul 24 04:47:00 2019,Fun Run,Andy Speer,20.0
Wed Jul 24 03:21:00 2019,Intervals Running,Matt Wilpers,20.0
Tue Jul 23 16:17:00 2019,Endurance,Becs Gentry,60.0
Tue Jul 23 04:22:00 2019,Speed Running,Jess Sims,20.0
Tue Jul 23 03:48:00 2019,Speed Running,Jess Sims,20.0
Mon Jul 22 15:02:00 2019,Endurance,Becs Gentry,10.0
Mon Jul 22 03:49:00 2019,Fun Run,Olivia Amato,45.0
Mon Jul 22 03:32:00 2019,Endurance,Matty Maggiacomo,10.0
Sun Jul 21 07:48:00 2019,Fun Run,Matt Wilpers,60.0
Sun Jul 21 06:02:00 2019,Endurance,Andy Speer,10.0
Sat Jul 20 06:18:00 2019,Speed Running,Selena Samuela,20.0
Sat Jul 20 05:19:00 2019,Heart Rate Running,Becs Gentry,45.0
Fri Jul 19 03:50:00 2019,Intervals Running,Selena Samuela,45.0
Thu Jul 18 14:16:00 2019,Fun Run,Olivia Amato,45.0
Thu Jul 18 03:49:00 2019,Intervals Running,Matty Maggiacomo,20.0
Thu Jul 18 03:00:00 2019,Intervals Running,Chase Tucker,30.0
Wed Jul 17 15:20:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Jul 17 04:48:00 2019,Fun Run,Andy Speer,45.0
Tue Jul 16 16:20:00 2019,Intervals Running,Chase Tucker,45.0
Tue Jul 16 04:48:00 2019,Fun Run,Olivia Amato,20.0
Tue Jul 16 03:47:00 2019,Fun Run,Matty Maggiacomo,20.0
Mon Jul 15 05:22:00 2019,Endurance,Jess Sims,20.0
Mon Jul 15 04:48:00 2019,Intervals Running,Jess Sims,20.0
Mon Jul 15 03:49:00 2019,Intervals Running,Becs Gentry,45.0
Mon Jul 15 02:51:00 2019,Fun Run,Selena Samuela,20.0
Sun Jul 14 06:19:00 2019,Heart Rate Running,Selena Samuela,45.0
Sat Jul 13 07:48:00 2019,Fun Run,Jess Sims,60.0
Sat Jul 13 07:02:00 2019,Endurance,Chase Tucker,10.0
Sat Jul 13 05:19:00 2019,Fun Run,Becs Gentry,45.0
Fri Jul 12 04:48:00 2019,Fun Run,Matty Maggiacomo,30.0
Fri Jul 12 03:48:00 2019,Speed Running,Selena Samuela,45.0
Fri Jul 12 03:10:00 2019,Intervals Running,Becs Gentry,30.0
Fri Jul 12 02:51:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Thu Jul 11 16:18:00 2019,Intervals Running,Andy Speer,30.0
Thu Jul 11 09:34:00 2019,Endurance,Becs Gentry,30.0
Thu Jul 11 09:04:00 2019,Intervals Running,Becs Gentry,20.0
Wed Jul 10 02:49:00 2019,Fun Run,Matt Wilpers,30.0
Tue Jul  9 16:19:00 2019,Endurance,Becs Gentry,60.0
Tue Jul  9 14:19:00 2019,Fun Run,Chase Tucker,45.0
Tue Jul  9 04:47:00 2019,Fun Run,Olivia Amato,30.0
Tue Jul  9 03:48:00 2019,Speed Running,Jess Sims,45.0
Mon Jul  8 15:19:00 2019,Speed Running,Chase Tucker,45.0
Mon Jul  8 14:17:00 2019,Fun Run,Robin Arzon,30.0
Mon Jul  8 05:33:00 2019,Endurance,Jess Sims,10.0
Sun Jul  7 08:47:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Sun Jul  7 07:47:00 2019,Fun Run,Matt Wilpers,45.0
Sun Jul  7 05:16:00 2019,Speed Running,Andy Speer,45.0
Fri Jul  5 08:32:00 2019,Intervals Running,Matty Maggiacomo,20.0
Fri Jul  5 07:48:00 2019,Fun Run,Matty Maggiacomo,30.0
Fri Jul  5 06:18:00 2019,Fun Run,Selena Samuela,45.0
Thu Jul  4 08:31:00 2019,Fun Run,Robin Arzon,20.0
Thu Jul  4 07:48:00 2019,Intervals Running,Robin Arzon,30.0
Thu Jul  4 05:18:00 2019,Heart Rate Running,Becs Gentry,45.0
Wed Jul  3 06:51:00 2019,Fun Run,Selena Samuela,30.0
Wed Jul  3 02:47:00 2019,Fun Run,Matt Wilpers,20.0
Tue Jul  2 16:18:00 2019,Fun Run,Becs Gentry,60.0
Tue Jul  2 15:19:00 2019,Fun Run,Selena Samuela,45.0
Tue Jul  2 06:25:00 2019,Endurance,Andy Speer,20.0
Tue Jul  2 05:22:00 2019,Fun Run,Olivia Amato,20.0
Tue Jul  2 03:49:00 2019,Fun Run,Jess Sims,20.0
Mon Jul  1 14:51:00 2019,Fun Run,Robin Arzon,20.0
Mon Jul  1 14:18:00 2019,Intervals Running,Robin Arzon,20.0
Mon Jul  1 03:21:00 2019,Fun Run,Selena Samuela,20.0
Mon Jul  1 02:50:00 2019,Speed Running,Selena Samuela,20.0
Sun Jun 30 07:49:00 2019,Endurance,Matt Wilpers,60.0
Sun Jun 30 06:19:00 2019,Fun Run,Rebecca Kennedy,30.0
Sat Jun 29 05:30:00 2019,Intervals Running,Becs Gentry,45.0
Fri Jun 28 09:00:00 2019,Scenic (Running),None,15.0
Fri Jun 28 09:00:00 2019,Scenic (Running),None,30.0
Fri Jun 28 09:00:00 2019,Scenic (Running),None,15.0
Fri Jun 28 09:00:00 2019,Scenic (Running),None,10.0
Fri Jun 28 09:00:00 2019,Scenic (Running),None,10.0
Fri Jun 28 04:49:00 2019,Intervals Running,Matty Maggiacomo,30.0
Fri Jun 28 03:49:00 2019,Fun Run,Selena Samuela,20.0
Thu Jun 27 16:18:00 2019,Intervals Running,Andy Speer,30.0
Thu Jun 27 02:49:00 2019,Intervals Running,Becs Gentry,20.0
Wed Jun 26 15:18:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Jun 26 13:21:00 2019,Warm Up/Cool Down Running,Selena Samuela,10.0
Wed Jun 26 03:32:00 2019,Endurance,Matt Wilpers,10.0
Tue Jun 25 16:19:00 2019,Heart Rate Running,Becs Gentry,60.0
Tue Jun 25 05:31:00 2019,Warm Up/Cool Down Running,Olivia Amato,10.0
Tue Jun 25 03:48:00 2019,Intervals Running,Jess Sims,45.0
Mon Jun 24 15:18:00 2019,Speed Running,Chase Tucker,45.0
Mon Jun 24 15:01:00 2019,Endurance,Robin Arzon,10.0
Mon Jun 24 03:50:00 2019,Intervals Running,Olivia Amato,45.0
Mon Jun 24 02:47:00 2019,Intervals Running,Selena Samuela,30.0
Sun Jun 23 08:00:00 2019,Fun Run,Matt Wilpers,45.0
Sun Jun 23 07:02:00 2019,Endurance,Rebecca Kennedy,10.0
Sun Jun 23 05:30:00 2019,Speed Running,Andy Speer,45.0
Sat Jun 22 06:18:00 2019,Fun Run,Chase Tucker,30.0
Sat Jun 22 05:19:00 2019,Fun Run,Becs Gentry,45.0
Fri Jun 21 04:50:00 2019,Fun Run,Matty Maggiacomo,30.0
Fri Jun 21 04:21:00 2019,Speed Running,Selena Samuela,20.0
Fri Jun 21 03:49:00 2019,Speed Running,Selena Samuela,20.0
Fri Jun 21 03:22:00 2019,Fun Run,Rebecca Kennedy,20.0
Fri Jun 21 02:49:00 2019,Intervals Running,Rebecca Kennedy,20.0
Thu Jun 20 05:10:00 2019,Intervals Running,Robin Arzon,30.0
Thu Jun 20 03:32:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Wed Jun 19 16:19:00 2019,Fun Run,Rebecca Kennedy,60.0
Wed Jun 19 14:18:00 2019,Intervals Running,Chase Tucker,45.0
Wed Jun 19 09:05:00 2019,Endurance,Jess Sims,20.0
Wed Jun 19 05:11:00 2019,Fun Run,Andy Speer,30.0
Wed Jun 19 04:48:00 2019,Warm Up/Cool Down Running,Andy Speer,10.0
Wed Jun 19 03:21:00 2019,Intervals Running,Matt Wilpers,20.0
Wed Jun 19 02:48:00 2019,Fun Run,Matt Wilpers,20.0
Tue Jun 18 14:18:00 2019,Heart Rate Running,Rebecca Kennedy,45.0
Tue Jun 18 13:09:00 2019,Warm Up/Cool Down Running,Chase Tucker,10.0
Tue Jun 18 04:50:00 2019,Fun Run,Olivia Amato,20.0
Mon Jun 17 15:19:00 2019,Intervals Running,Becs Gentry,45.0
Mon Jun 17 04:48:00 2019,Fun Run,Jess Sims,45.0
Mon Jun 17 03:32:00 2019,Endurance,Selena Samuela,10.0
Sun Jun 16 07:49:00 2019,Fun Run,Matt Wilpers,60.0
Sun Jun 16 06:17:00 2019,Intervals Running,Rebecca Kennedy,30.0
Sun Jun 16 05:19:00 2019,Fun Run,Selena Samuela,45.0
Sat Jun 15 07:48:00 2019,Heart Rate Running,Jess Sims,60.0
Fri Jun 14 05:49:00 2019,Speed Running,Becs Gentry,30.0
Fri Jun 14 05:10:00 2019,Intervals Running,Matty Maggiacomo,30.0
Fri Jun 14 04:50:00 2019,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Thu Jun 13 16:18:00 2019,Intervals Running,Andy Speer,20.0
Thu Jun 13 14:18:00 2019,Fun Run,Olivia Amato,45.0
Thu Jun 13 03:22:00 2019,Fun Run,Becs Gentry,20.0
Thu Jun 13 02:50:00 2019,Speed Running,Becs Gentry,20.0
Wed Jun 12 15:18:00 2019,Intervals Running,Matty Maggiacomo,45.0
Wed Jun 12 14:18:00 2019,Intervals Running,Chase Tucker,45.0
Wed Jun 12 05:22:00 2019,Endurance,Andy Speer,20.0
Wed Jun 12 04:48:00 2019,Speed Running,Andy Speer,20.0
Wed Jun 12 02:48:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Tue Jun 11 16:19:00 2019,Heart Rate Running,Becs Gentry,60.0
Tue Jun 11 15:18:00 2019,Fun Run,Selena Samuela,45.0
Tue Jun 11 14:19:00 2019,Fun Run,Rebecca Kennedy,45.0
Tue Jun 11 05:31:00 2019,Endurance,Olivia Amato,10.0
Mon Jun 10 17:02:00 2019,Fun Run,Matty Maggiacomo,20.0
Mon Jun 10 14:18:00 2019,Fun Run,Robin Arzon,45.0
Mon Jun 10 05:10:00 2019,Intervals Running,Selena Samuela,30.0
Mon Jun 10 04:51:00 2019,Warm Up/Cool Down Running,Selena Samuela,10.0
Mon Jun 10 03:50:00 2019,Fun Run,Rebecca Kennedy,20.0
Mon Jun 10 02:48:00 2019,Speed Running,Jess Sims,45.0
Sun Jun  9 06:17:00 2019,Intervals Running,Rebecca Kennedy,30.0
Fri Jun  7 04:21:00 2019,Endurance,Selena Samuela,20.0
Fri Jun  7 03:49:00 2019,Speed Running,Selena Samuela,20.0
Thu Jun  6 02:50:00 2019,Intervals Running,Becs Gentry,30.0
Wed Jun  5 16:19:00 2019,Heart Rate Running,Rebecca Kennedy,60.0
Wed Jun  5 12:27:00 2019,Intervals Running,Becs Gentry,20.0
Wed Jun  5 11:48:00 2019,Endurance,Becs Gentry,20.0
Wed Jun  5 03:48:00 2019,Fun Run,Selena Samuela,45.0
Tue Jun  4 16:18:00 2019,Endurance,Becs Gentry,60.0
Tue Jun  4 15:18:00 2019,Heart Rate Running,Selena Samuela,45.0
Tue Jun  4 05:21:00 2019,Endurance,Olivia Amato,20.0
Tue Jun  4 04:51:00 2019,Intervals Running,Olivia Amato,20.0
Tue Jun  4 03:49:00 2019,Fun Run,Jess Sims,20.0
Mon Jun  3 16:19:00 2019,Fun Run,Matty Maggiacomo,60.0
Mon Jun  3 02:49:00 2019,Fun Run,Selena Samuela,30.0
Sun Jun  2 05:18:00 2019,Fun Run,Becs Gentry,30.0
Sat Jun  1 07:47:00 2019,Intervals Running,Matty Maggiacomo,30.0
Sat Jun  1 06:18:00 2019,Speed Running,Selena Samuela,20.0
Sat Jun  1 05:18:00 2019,Heart Rate Running,Becs Gentry,45.0
Fri May 31 07:16:00 2019,Fun Run,Olivia Amato,20.0
Fri May 31 06:50:00 2019,Intervals Running,Olivia Amato,20.0
Fri May 31 04:49:00 2019,Fun Run,Matty Maggiacomo,45.0
Fri May 31 03:48:00 2019,Intervals Running,Selena Samuela,45.0
Fri May 31 02:49:00 2019,Speed Running,Rebecca Kennedy,20.0
Thu May 30 04:48:00 2019,Fun Run,Chase Tucker,30.0
Thu May 30 02:49:00 2019,Speed Running,Becs Gentry,30.0
Wed May 29 04:49:00 2019,Fun Run,Selena Samuela,20.0
Tue May 28 16:20:00 2019,Fun Run,Becs Gentry,60.0
Tue May 28 15:19:00 2019,Fun Run,Selena Samuela,20.0
Tue May 28 05:31:00 2019,Endurance,Olivia Amato,10.0
Tue May 28 04:48:00 2019,Intervals Running,Olivia Amato,30.0
Mon May 27 09:30:00 2019,Intervals Running,Becs Gentry,20.0
Mon May 27 06:18:00 2019,Heart Rate Running,Selena Samuela,30.0
Mon May 27 05:18:00 2019,Heart Rate Running,Jess Sims,45.0
Sun May 26 06:20:00 2019,Heart Rate Running,Rebecca Kennedy,30.0
Sat May 25 06:17:00 2019,Fun Run,Matty Maggiacomo,20.0
Sat May 25 05:19:00 2019,Fun Run,Becs Gentry,45.0
Fri May 24 05:50:00 2019,Running Skills,Becs Gentry,5.0
Fri May 24 04:46:00 2019,Fun Run,Matty Maggiacomo,20.0
Fri May 24 03:48:00 2019,Fun Run,Selena Samuela,20.0
Thu May 23 04:49:00 2019,Intervals Running,Becs Gentry,30.0
Thu May 23 02:47:00 2019,Intervals Running,Olivia Amato,45.0
Wed May 22 15:18:00 2019,Intervals Running,Matty Maggiacomo,45.0
Wed May 22 14:19:00 2019,Fun Run,Chase Tucker,45.0
Wed May 22 12:28:00 2019,Endurance,Selena Samuela,10.0
Wed May 22 10:48:00 2019,Intervals Running,Jess Sims,20.0
Wed May 22 05:32:00 2019,Endurance,Andy Speer,10.0
Wed May 22 04:49:00 2019,Fun Run,Andy Speer,30.0
Wed May 22 03:10:00 2019,Intervals Running,Matt Wilpers,30.0
Wed May 22 02:47:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Tue May 21 16:19:00 2019,Endurance,Becs Gentry,60.0
Tue May 21 04:48:00 2019,Fun Run,Olivia Amato,45.0
Mon May 20 04:47:00 2019,Intervals Running,Jess Sims,45.0
Mon May 20 03:48:00 2019,Fun Run,Olivia Amato,30.0
Mon May 20 02:49:00 2019,Intervals Running,Selena Samuela,20.0
Sun May 19 11:20:00 2019,Fun Run,Selena Samuela,20.0
Sun May 19 10:48:00 2019,Intervals Running,Selena Samuela,20.0
Sun May 19 10:08:00 2019,Intervals Running,Rebecca Kennedy,20.0
Sun May 19 09:44:00 2019,Endurance,Rebecca Kennedy,20.0
Sun May 19 05:18:00 2019,Intervals Running,Andy Speer,45.0
Sat May 18 06:18:00 2019,Fun Run,Robin Arzon,20.0
Sat May 18 05:17:00 2019,Fun Run,Chase Tucker,45.0
Fri May 17 03:49:00 2019,Fun Run,Selena Samuela,20.0
Fri May 17 02:49:00 2019,Fun Run,Rebecca Kennedy,30.0
Thu May 16 04:48:00 2019,Fun Run,Matty Maggiacomo,30.0
Thu May 16 02:50:00 2019,Intervals Running,Becs Gentry,20.0
Wed May 15 16:19:00 2019,Fun Run,Rebecca Kennedy,60.0
Wed May 15 14:21:00 2019,Heart Rate Running,Selena Samuela,45.0
Wed May 15 02:48:00 2019,Intervals Running,Matt Wilpers,20.0
Tue May 14 16:18:00 2019,Fun Run,Becs Gentry,60.0
Tue May 14 14:20:00 2019,Fun Run,Rebecca Kennedy,45.0
Tue May 14 04:32:00 2019,Endurance,Jess Sims,10.0
Tue May 14 03:48:00 2019,Fun Run,Jess Sims,30.0
Mon May 13 03:49:00 2019,Fun Run,Olivia Amato,20.0
Mon May 13 02:48:00 2019,Speed Running,Selena Samuela,20.0
Sun May 12 07:49:00 2019,Fun Run,Matt Wilpers,60.0
Sun May 12 06:20:00 2019,Fun Run,Rebecca Kennedy,20.0
Sun May 12 05:17:00 2019,Speed Running,Selena Samuela,45.0
Sat May 11 10:38:00 2019,Endurance,Olivia Amato,20.0
Sat May 11 09:50:00 2019,Warm Up/Cool Down Running,Matty Maggiacomo,10.0
Fri May 10 06:53:00 2019,Speed Running,Becs Gentry,45.0
Fri May 10 04:50:00 2019,Intervals Running,Matty Maggiacomo,30.0
Thu May  9 06:01:00 2019,Running Skills,Rebecca Kennedy,5.0
Thu May  9 04:50:00 2019,Intervals Running,Chase Tucker,30.0
Wed May  8 04:48:00 2019,Intervals Running,Andy Speer,30.0
Wed May  8 02:49:00 2019,Fun Run,Matt Wilpers,45.0
Tue May  7 04:48:00 2019,Fun Run,Olivia Amato,30.0
Tue May  7 03:49:00 2019,Fun Run,Andy Speer,20.0
Mon May  6 16:19:00 2019,Fun Run,Matty Maggiacomo,60.0
Mon May  6 15:02:00 2019,Endurance,Becs Gentry,10.0
Mon May  6 14:20:00 2019,Fun Run,Becs Gentry,30.0
Mon May  6 03:50:00 2019,Fun Run,Olivia Amato,20.0
Sun May  5 10:19:00 2019,Fun Run,Selena Samuela,30.0
Sun May  5 08:19:00 2019,Fun Run,Becs Gentry,30.0
Sun May  5 07:17:00 2019,Fun Run,Matt Wilpers,30.0
Sun May  5 06:18:00 2019,Fun Run,Rebecca Kennedy,30.0
Sat May  4 06:49:00 2019,Fun Run,Selena Samuela,30.0
Sat May  4 04:48:00 2019,Fun Run,Robin Arzon,30.0
Fri May  3 12:48:00 2019,Intervals Running,Matty Maggiacomo,30.0
Fri May  3 09:19:00 2019,Fun Run,Selena Samuela,30.0
Thu May  2 05:21:00 2019,Fun Run,Selena Samuela,20.0
Thu May  2 04:48:00 2019,Fun Run,Selena Samuela,20.0
Thu May  2 03:22:00 2019,Fun Run,Becs Gentry,20.0
Thu May  2 02:48:00 2019,Intervals Running,Becs Gentry,20.0
Wed May  1 16:20:00 2019,Heart Rate Running,Rebecca Kennedy,60.0
Wed May  1 04:49:00 2019,Fun Run,Andy Speer,30.0
Wed May  1 04:32:00 2019,Endurance,Matt Wilpers,10.0
Wed May  1 03:48:00 2019,Endurance,Matt Wilpers,30.0
Tue Apr 30 15:18:00 2019,Fun Run,Selena Samuela,45.0
Tue Apr 30 04:49:00 2019,Fun Run,Chase Tucker,20.0
Tue Apr 30 03:47:00 2019,Intervals Running,Jess Sims,30.0
Mon Apr 29 05:49:00 2019,Intervals Running,Rebecca Kennedy,20.0
Mon Apr 29 05:00:00 2019,Fun Run,Jess Sims,45.0
Mon Apr 29 03:48:00 2019,Intervals Running,Becs Gentry,20.0
Mon Apr 29 03:31:00 2019,Endurance,Selena Samuela,10.0
Mon Apr 29 02:50:00 2019,Intervals Running,Selena Samuela,30.0
Sun Apr 28 06:19:00 2019,Speed Running,Selena Samuela,30.0
Sat Apr 27 09:59:00 2019,Intervals Running,Matty Maggiacomo,20.0
Sat Apr 27 07:01:00 2019,Endurance,Robin Arzon,10.0
Sat Apr 27 06:19:00 2019,Intervals Running,Robin Arzon,30.0
Sat Apr 27 05:19:00 2019,Endurance,Becs Gentry,45.0
Fri Apr 26 06:01:00 2019,Intervals Running,Becs Gentry,30.0
Fri Apr 26 05:22:00 2019,Fun Run,Matty Maggiacomo,20.0
Fri Apr 26 04:49:00 2019,Speed Running,Matty Maggiacomo,20.0
Thu Apr 25 04:21:00 2019,Fun Run,Selena Samuela,20.0
Thu Apr 25 03:49:00 2019,Fun Run,Selena Samuela,20.0
Wed Apr 24 15:19:00 2019,Fun Run,Matty Maggiacomo,45.0
Wed Apr 24 04:49:00 2019,Speed Running,Andy Speer,30.0
Wed Apr 24 04:32:00 2019,Endurance,Jess Sims,10.0
Tue Apr 23 16:19:00 2019,Heart Rate Running,Becs Gentry,60.0
Tue Apr 23 06:48:00 2019,Intervals Running,Robin Arzon,20.0
Tue Apr 23 04:49:00 2019,Fun Run,Olivia Amato,20.0
Tue Apr 23 04:22:00 2019,Speed Running,Jess Sims,20.0
Tue Apr 23 03:48:00 2019,Fun Run,Jess Sims,20.0
Sun Apr 21 07:02:00 2019,Endurance,Rebecca Kennedy,10.0
Sun Apr 21 06:18:00 2019,Fun Run,Rebecca Kennedy,30.0
Fri Apr 19 02:49:00 2019,Intervals Running,Rebecca Kennedy,45.0
Wed Apr 17 07:31:00 2019,Warm Up/Cool Down Running,Becs Gentry,10.0
Wed Apr 17 06:49:00 2019,Intervals Running,Becs Gentry,30.0
Wed Apr 17 02:49:00 2019,Intervals Running,Matt Wilpers,45.0
Tue Apr 16 15:20:00 2019,Fun Run,Andy Speer,45.0
Tue Apr 16 03:49:00 2019,Intervals Running,Jess Sims,20.0
Mon Apr 15 04:21:00 2019,Fun Run,Olivia Amato,20.0
Sun Apr 14 07:48:00 2019,Endurance,Matt Wilpers,60.0
Sat Apr 13 06:51:00 2019,Fun Run,Robin Arzon,20.0
Fri Apr 12 09:50:00 2019,Warm Up/Cool Down Running,Matt Wilpers,10.0
Fri Apr 12 09:16:00 2019,Speed Running,Matt Wilpers,30.0
Fri Apr 12 04:48:00 2019,Intervals Running,Matty Maggiacomo,20.0
Fri Apr 12 02:49:00 2019,Intervals Running,Rebecca Kennedy,45.0
Thu Apr 11 02:48:00 2019,Heart Rate Running,Becs Gentry,30.0
Wed Apr 10 15:19:00 2019,Intervals Running,Matty Maggiacomo,45.0
Wed Apr 10 04:48:00 2019,Fun Run,Andy Speer,20.0
Tue Apr  9 16:52:00 2019,Speed Running,Becs Gentry,20.0
Tue Apr  9 16:18:00 2019,Intervals Running,Becs Gentry,20.0
Tue Apr  9 04:22:00 2019,Fun Run,Jess Sims,20.0
Tue Apr  9 03:48:00 2019,Speed Running,Jess Sims,20.0
Sun Apr  7 06:52:00 2019,Speed Running,Rebecca Kennedy,20.0
Fri Apr  5 05:22:00 2019,Fun Run,Matty Maggiacomo,20.0
Fri Apr  5 04:47:00 2019,Intervals Running,Matty Maggiacomo,20.0
